t,p_x,p_y,p_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z,w_x,w_y,w_z,u_1,u_2,u_3,u_4
0,-2.139848091154864,-1.2203025389363944,-1.8277455296934382,5.445755150826858,0.44722336424279585,1.6716691586206764,0.09289712221811357,-0.2090620476039488,-0.6346167196872253,0.738190398527981,1.0182802943073181,0.11816971159729542,0.10489167109545525,6.895911939238016,6.778141750958135,6.883126316607765,6.894112998838186
0.03485651712293315,-1.9500280330902675,-1.2047138896908105,-1.769476965728922,5.727951050053922,1.2117704216576137,1.899139479638522,0.09654929782759025,-0.2100599879495239,-0.6208426110257567,0.7490713589913738,1.1130536439399734,0.20085086413000197,0.10728347960171164,6.8956590848006,6.62821568923155,6.875239248647639,6.8941206351913005
0.0697130342458663,-1.7503716091366994,-1.1624757931052445,-1.7032795779860899,6.011953977908249,1.95634373795185,2.0956241861763596,0.10137687211069973,-0.2119284879062823,-0.6054622073476795,0.7604109934891014,1.3240170815922716,0.3888045872043612,0.1129737322298645,6.895320304271864,6.326840702346321,6.860957519981767,6.89399341238683
0.10456955136879946,-1.5408158326883135,-1.0942844642315026,-1.6302334168891475,6.297615730174188,2.674281258801152,2.260606883389073,0.10884081440404374,-0.2158712226803562,-0.5866403812535551,0.7729208799689622,1.767258613888347,0.789933677125715,0.1253235669396394,6.894899503209377,5.888837988477445,6.833113674372007,6.893719886510969
0.1394260684917326,-1.3213028822420647,-1.0010683333536452,-1.5514365330247515,6.5875592466238695,3.35694202357667,2.3916837605041534,0.12180822385306607,-0.22431302805785905,-0.5605440503216111,0.787805290756745,2.55252190282586,1.4967403023846468,0.14718413630518923,6.894382418413997,5.95879910340524,6.776711471310672,6.893282569710182
0.17428258561466575,-1.091683510206274,-0.8840570262433356,-1.4680707654637704,6.898751268013385,4.006679606079304,2.4775088690081426,0.14419604718900284,-0.2405620948056039,-0.5210507704147429,0.8061289304862554,3.3228250351211446,2.115427119481134,0.16611748539768795,6.893686348461857,6.6077642912977925,6.669948321943209,6.892663781031418
0.2091391027375989,-0.8512170672904569,-0.7443981298454265,-1.3817134335555112,7.256485149467242,4.614364289711212,2.4981590805350726,0.17459175979117006,-0.26282096865318066,-0.46725255880655076,0.8259043609739556,3.6866730728577344,2.181403422020928,0.1675351863048419,6.892610383711288,6.804310957122734,6.514409698608327,6.891862911037051
0.24399561986053203,-0.5982812669073012,-0.5835574627538271,-1.294636307183706,7.6625388655890925,5.139428103511618,2.4469197124366677,0.20625618282922004,-0.2835763479785816,-0.4056508833196278,0.844091851904545,4.018320663416659,1.9891274450188126,0.16079808351803798,6.8907921805817,6.85704369795629,6.4277565010825395,6.8909305618949945
0.27885213698346517,-0.3311918483388748,-0.4044148997738124,-1.209345207103357,8.105985690660368,5.562532288536208,2.3249607390711886,0.23708924701109546,-0.29861922892785137,-0.33756199627520217,0.8606211006793077,4.374604914255775,1.6941247842610447,0.15085060906005954,6.887451514472853,6.875830516345109,6.5142762194532455,6.889982114521723
0.3137086541063983,-0.04864541832252924,-0.21052439794293373,-1.1283051732128209,8.571032638767809,5.873004338995854,2.1320211622955125,0.26666985750246225,-0.30581949476023473,-0.2632818513291739,0.8752402043189764,4.652093696949391,1.4479165427565728,0.14252859804949228,6.8805099650947135,6.884085971627916,6.658947860899984,6.889178015734556
0.34856517122933145,0.25011092778399935,-0.005811921381413108,-1.0539903422865498,9.035428442116457,6.060474964648862,1.8705067528314374,0.29487270823631884,-0.3058373645702651,-0.18416650182709254,0.886339039287487,4.812493905207383,1.2981487729612482,0.13751090827216977,6.8626889838334195,6.8882253209555095,6.7611759735353365,6.888665489152115
0.3834216883522646,0.565054493188836,0.20543512834961927,-0.9887909934867856,9.474625827176718,6.116570512530959,1.5505655488042154,0.32135569297895417,-0.30046735580663503,-0.10203709013627622,0.8922101707654128,4.881658779219136,1.2080661109567294,0.13516807329910172,6.793915037594371,6.890449623267946,6.819523091673167,6.888493202068396
0.41827820547519773,0.8953069492678856,0.418637473543534,-0.9347436806241997,9.866067625988881,6.037841332240065,1.1899820017189944,0.34563968499591247,-0.291035744637942,-0.018583748204216422,0.8919006799472013,4.855585590134576,1.1086886245217704,0.13571630435648935,6.222710960787883,6.891655543305109,6.852011240999274,6.888545252049165
0.45313472259813087,1.2392037031822063,0.6290955937427535,-0.8932650537982209,10.18388437842187,5.829440471575032,0.8219606596699304,0.36713630429836347,-0.27801771508135714,0.06401882431602786,0.8853357218614923,4.38272491459648,0.6100146531204348,0.15023111899037925,6.650817768457986,6.892238198320042,6.8704400551096025,6.888553633411161
0.487991239721064,1.5941784427904149,0.8322895856934652,-0.8646143689605561,10.430953910960366,5.49530525116888,0.441855738546649,0.384231214872086,-0.25845101748550764,0.13587083312282797,0.8758476544019889,4.214412944968425,0.44106010829549747,0.15523647758421963,6.478942455352768,6.89201277308202,6.875474820900777,6.886915853986812
0.5229727459661648,1.9590689221968645,1.0245236406148839,-0.8491575896723873,10.59104069478689,5.066237553445644,0.07679479399316573,0.39876095214595597,-0.2358681525999055,0.20353908250141434,0.8625126586288362,3.913980137872431,0.148929109697313,0.16434232396079765,6.537655362229803,6.891676899745804,6.880080989306293,6.8842234913817935
0.5579542522112656,2.3295594783919737,1.201748261225443,-0.8464711921107666,10.66161995571943,4.5561850249703255,-0.2646994374065007,0.4109337501673797,-0.20973882833208657,0.26368280627393864,0.8471214437340266,3.6534888679116344,-0.09435245402711302,0.17213468311365152,6.631725621134124,6.891385687718958,6.883803334893057,6.879819913349176
