t,p_x,p_y,p_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z,w_x,w_y,w_z,u_1,u_2,u_3,u_4,a_x,a_y,a_z
1680788885.289462,-4.0,-3.0,-1.968818724019223,-0.03983113508486797,-0.016228621462785194,0.7468957896135044,1.0,0.0,0.0,0.0,-0.08923443601223496,0.07988817331154646,-0.055310980526580455,0.8956397192830998,5.999878030427264,5.999682567323629,0.12962688034622097,0,0,0
1680788885.3032732,-4.0,-3.0,-1.9300774033160286,0.06182535216778906,-0.023615195301495168,1.1373593873773356,1.0,0.0,0.0,0.0,-0.07659136776242206,-0.07321576991175678,-0.07727300647618428,0.8959852494925988,5.999871618321986,5.774323426145728,0.10561590331544211,0,0,0
1680788885.3190408,-4.0,-3.0,-1.9180068763133384,-0.039950069020371085,-0.004137108986569889,1.2895408975693865,1.0,0.0,0.0,0.0,0.02245917679670162,-0.01857815064671875,-0.05243373834997281,0.8976585557328565,5.999942011668506,5.146343096631044,0.10895821648011109,0,0,0
1680788885.3331914,-4.000000467120348,-2.999999512847797,-1.9054321549379083,-0.07252582808026656,0.0741266805082248,1.2040987562698824,0.9999874857333999,0.003602117876768922,0.0034714247403477986,-4.830804626004679e-05,1.0797897017953333,1.0398357520148451,0.04676231447373376,0.9154574101189394,5.99992172035942,4.37417007652404,0.15006148849385625,0,0,0
1680788885.3474166,-4.0000418807974745,-2.9999558568338975,-1.8803299807022946,-0.049410200648100866,-0.03937453768390569,1.2477275181808516,0.9994363558232208,0.02442365137388284,0.023031584680915228,-4.49383308211976e-05,2.559563219780395,2.4365246141678996,0.022947857305152756,0.9451741402105436,5.754515800335901,3.8613137322261673,0.06698949397092478,0,0,0
1680788885.3610091,-4.000135117056371,-2.9998563758110053,-1.8681963028923536,-0.062310011204200766,0.08790333421330394,1.134551325912057,0.9985163878683372,0.03994197102370004,0.037008840473532666,8.852070425802309e-05,3.158861548035128,2.9142760892001496,0.08980398572909162,0.9669189612356867,5.0679341447724715,3.0584443569875917,0.09314187546445264,0,0,0
1680788885.3770773,-4.00069489526334,-2.99924535497205,-1.8454952733733614,-0.09102414275294057,-0.020775130537754802,1.1399289176599061,0.994545505485011,0.0781887707838562,0.06903219234804922,0.000556832556260658,4.063438273268454,3.3845276638404074,0.14688043262262862,0.9875082914110065,4.7530829749370165,2.7129628882328105,0.12396491553536264,0,0,0
1680788885.392248,-4.001286590003986,-2.998585539049467,-1.8351639862581617,-0.06020010322969079,0.030671037738955,1.0029957480314662,0.9913865484071416,0.09925292885408392,0.08544525881957188,0.0008218859512277632,4.2708173492345365,3.3712402987166272,0.09581778894362918,0.9897445747459481,4.843506678714793,2.8102810166903565,0.07702492671540823,0,0,0
1680788885.4056401,-4.0034565010645435,-2.9961009508000727,-1.816989229353599,-0.18088490654649358,0.24533096484252048,0.7957830829606458,0.9826993171512998,0.14316416958518455,0.11749281880421938,0.0012288803002712542,4.454331664601146,3.217376825916247,0.011198525408342166,0.9780703767620958,3.9415728000879695,1.9415967901857938,0.027122979584928104,0,0,0
1680788885.419855,-4.005183093842794,-2.9940776624713092,-1.8092382985999054,-0.26620991316816156,0.2643389144083016,0.6901971769373579,0.9771936698614102,0.1655638630138197,0.13296379483073362,0.0013297033282182547,4.510108721665502,3.250560203925358,0.1614336350902803,0.9637944054751804,3.416031091156262,1.201155537773619,0.1945066842029203,0,0,0
1680788885.4333777,-4.010256091245282,-2.9879883768129445,-1.7964080422381912,-0.35271277501247594,0.33913793692857575,0.49176468518979727,0.9646702649633985,0.20865103592468753,0.16085586390904374,0.0011900206202637654,4.435443559355027,2.811366280869381,0.13843060135793062,0.9573993142556979,2.5814486456724812,0.3750530369374981,0.19575173330224085,0,0,0
1680788885.4483125,-4.013718766608861,-2.9837433809813887,-1.7912758530263098,-0.41587733788679604,0.5464815497347564,0.49403257909730525,0.9579261017961902,0.22903332312454533,0.17297544238796778,0.0009037293674126623,4.137375114005986,2.5450705075129476,0.08432222486555113,0.9535982932658428,2.095243445185144,-0.13638634279064638,0.147945664072663,0,0,0
1680788885.459701,-4.0178575538328785,-2.9785974036776657,-1.786928956125458,-0.5126747483911557,0.5919584386961633,0.4201450346241213,0.9512382258381442,0.2480617453478645,0.18333296177424968,0.00048303866578999495,3.86619441332256,2.187401096873006,0.16633520878760424,0.9515511877433916,1.8368770268296688,-0.5935340790521768,0.22950124784500342,0,0,0
1680788885.4730127,-4.028315635855612,-2.9653078548078344,-1.7804258321995645,-0.6480533833400338,0.6992214553318925,0.29087342769366553,0.9384150495468591,0.28228689695743353,0.19922546200467245,-0.0007196381968291709,3.381656379709037,1.5549212006501847,0.06719223968929115,0.9541242454944098,1.3948589765668742,-1.1083664924685261,0.1294495429884052,0,0,0
1680788885.4858792,-4.034682123603078,-2.95704645903999,-1.7781650631727208,-0.7492466394237707,0.8967536491176947,0.22765274863168958,0.9325818047133898,0.29737158176590783,0.20459439463200182,-0.0015663846027901209,3.2217586018584763,1.0761481324181872,0.15388697097557014,0.9567781849951633,1.0863032684135836,-1.415082109767564,0.22097240199374077,0,0,0
1680788885.4990814,-4.041823794290693,-2.947642127972593,-1.7764956941493346,-0.8232232905471901,1.0494722517793655,0.2091523885382388,0.9273345489202182,0.31101238800449127,0.20812260502182794,-0.002628719385508202,2.9394123602658877,0.7631032171496269,0.23123778049419555,0.9563002259587298,0.7906311105432273,-1.747114052963926,0.29904884551800653,0,0,0
1680788885.512545,-4.049748698402631,-2.9370462696552004,-1.7753804905006358,-0.8075071270566386,1.0460664276538045,0.12673929894435607,0.9227621281885077,0.32318881527204457,0.2098658892643428,-0.00391828882998432,2.5952241759698045,0.3542818354094828,0.24249385992128858,0.9627025942622933,0.8599711255548099,-1.7831940224940597,0.29752518556831853,0,0,0
1680788885.526566,-4.067959705267687,-2.912089530857382,-1.7747130292469686,-1.038599857226423,1.3940211577673185,-0.06204035584127841,0.915489600608422,0.343819100402979,0.20884661288126904,-0.007092930560764445,2.09465541227165,-0.1644831816552984,0.22814990322623302,0.9657499240069188,0.7509621262929171,-2.1345291416729153,0.2711924629754694,0,0,0
1680788885.5415275,-4.078234458912884,-2.8976467530878014,-1.7751185895908823,-1.1125128557371882,1.4525360804274128,-0.049255196958970925,0.9127355222973242,0.3525227944882815,0.20630392641218617,-0.008957435443194491,1.8258079722809204,-0.543794605186453,0.2279954069602223,0.9676746648710289,0.6079281407052745,-2.406443336248158,0.2673366255783933,0,0,0
1680788885.5558813,-4.101043377832111,-2.864670373994164,-1.777317802071853,-1.2202675067252333,1.8278933347119155,-0.20934817241386608,0.9087555697919085,0.36740585159171235,0.19747941357961082,-0.013346752436654698,1.5230205781088233,-1.0031798089391373,0.3125404027688133,0.9733355843628412,0.4433535716632559,-2.531760382936419,0.34822860663010485,0,0,0
1680788885.5714757,-4.11353087373776,-2.8460802580073605,-1.7790870380376353,-1.2444014780174173,1.9900044637856311,-0.272121824054332,0.9074321752543958,0.37374081273166276,0.19139626676742347,-0.01587832734406142,1.4107262448710638,-1.2582812878436391,0.2881676588166564,0.9747410013918062,0.3673939313604236,-2.7098364706432894,0.32278575124419234,0,0,0
1680788885.5846982,-4.140526587829262,-2.804560550726339,-1.7839408356202722,-1.4646899591455707,2.202653748440078,-0.2628828830648273,0.9059673888324613,0.38429278311879495,0.1762923926443346,-0.02152067635179423,1.0181234994146497,-1.6921442737395782,0.22976440036473625,0.9724895125212226,-0.013624437822082901,-3.2901792605205724,0.26404930327350334,0,0,0
1680788885.5986867,-4.154966565010742,-2.781577640926747,-1.7870303723095702,-1.5123613956680395,2.3245013220057227,-0.3624791297595422,0.9056569034397739,0.3887189960055108,0.16757128942582164,-0.024555617616247735,0.8825508013903359,-1.836093059592655,0.3292701099872583,0.9704484378220423,-0.08493399407675295,-3.552184858721494,0.3625326079578054,0,0,0
1680788885.6124763,-4.169972910043883,-2.7571049390298623,-1.7905470270671342,-1.5113030515134709,2.598342229985254,-0.4256732358809387,0.905763312691891,0.3923547767931187,0.1577127537793501,-0.027878984995287258,0.7309172357724927,-1.948614487944919,0.28208135320762184,0.9668664408507018,-0.26945647096904485,-3.881180915711614,0.3161898119662043,0,0,0
1680788885.6256857,-4.201498048066017,-2.7036231166374862,-1.7988886357647624,-1.6447399800890374,2.748349233095644,-0.48939532642460565,0.9069065922800856,0.3975362703656159,0.1350244823157352,-0.035408131807345346,0.5174112336508891,-2.546473893529179,0.21505891346384876,0.9732344270258989,-0.3736107503854004,-4.111136801767647,0.24540505429855555,0,0,0
1680788885.6407187,-4.2179069381841785,-2.674602327440703,-1.8037200740137351,-1.6656187507270317,2.9262282243530406,-0.5056330776164477,0.90788942066841,0.39906927878915616,0.12209180090229246,-0.03967496335873062,0.4309822810708584,-2.7981916665756135,0.23199532992470157,0.9729077381964896,-0.6569893708167143,-4.38639282338406,0.2689368386181216,0,0,0
1680788885.6542919,-4.251710500950256,-2.6119841955857055,-1.8147455464283344,-1.7775406878584226,3.2881819783193813,-0.5252261924232587,0.9104081641566514,0.40005738558558407,0.09316852959134801,-0.0493020077596165,0.07746265578731851,-3.171062354286775,0.20103344648819438,0.9718923655201732,-1.1588601538180776,-4.8279214904907315,0.24258965116932543,0,0,0
1680788885.6689868,-4.268971570602197,-2.5783754435252173,-1.8209737591188948,-1.7539576730905064,3.3765478470775014,-0.6827999957089703,0.9117473187957055,0.39966052441285566,0.07751106322202246,-0.054592371015329044,0.15829782317054797,-3.301360972484962,0.29916366463759203,0.9714674336790637,-1.1315351117084285,-4.986728849499592,0.34379330999223856,0,0,0
1680788885.6829672,-4.286374296912198,-2.5432424184282922,-1.8276931494773652,-1.7316873298300566,3.591166325567273,-0.6412658683204528,0.9131312834719895,0.39854588785591494,0.061053162426606813,-0.060207522583545184,0.03297265441379031,-3.415147976791007,0.26452993273190106,0.9711549221276043,-1.3944832165295664,-5.122920815693905,0.3131700000848705,0,0,0
1680788885.6973302,-4.321291799515234,-2.4684380684511806,-1.8426636989475633,-1.7392253856439184,3.915234029839442,-0.7881281325871925,0.9158653057722483,0.394063918786285,0.02579622867575871,-0.07238041295551197,-0.22418522803990246,-3.8726725888229336,0.28667207307828674,0.9747200985306967,-1.5576552322104789,-5.377588808674943,0.3329462889955815,0,0,0
1680788885.712978,-4.338640126512133,-2.4288031270286377,-1.8509373287257653,-1.6590673092127737,3.9598896033440734,-0.901577457226926,0.9171917622218716,0.39048178024520686,0.006831372547471224,-0.0789720390897274,-0.46102838677165014,-4.004708282950728,0.33757402618356613,0.978328381707954,-1.4300801181943095,-5.306536468680347,0.3731467010279578,0,0,0
1680788885.7293296,-4.37267324448832,-2.345192872013516,-1.8691231482340747,-1.6555225336361685,4.330267092626058,-1.0259631893879657,0.9196064815342812,0.38013091137509025,-0.03380640049631209,-0.09317476387287622,-0.8990623469739403,-4.37546063300197,0.3964773474585081,0.9813674624231812,-1.6235248594568679,-5.517280892103214,0.425565655338395,0,0,0
1680788885.744221,-4.389167779728185,-2.3012671852913127,-1.8790774659714058,-1.6160898399326722,4.481425405474972,-1.0729135734976558,0.9204322199448436,0.3736783165595405,-0.055139329751981415,-0.10064143547832279,-0.8820790086628633,-4.690950548097094,0.3862839285804561,0.9855091988811466,-1.4782579569270524,-5.583134247628038,0.4114042215238238,0,0,0
1680788885.7577283,-4.420617485581598,-2.209356379883621,-1.9007890265228309,-1.5675969675369539,4.748463411254412,-1.1941078135111405,0.9209071940015638,0.3586095929151264,-0.09931164369653836,-0.11604437656218135,-1.0881906035589193,-4.879763593079798,0.28094913219947426,0.9881576601589408,-1.5656364287393851,-5.608658495975861,0.3007117884459041,0,0,0
1680788885.7733388,-4.4353704389718125,-2.1614663607060574,-1.91256494493042,-1.47776365299849,4.850569211928416,-1.2403893830446946,0.9204647171515147,0.34996915861589756,-0.12208850986061813,-0.12393824372193041,-1.1840027915069022,-4.883427688289905,0.34761289371577075,0.9894382769746491,-1.563705494684946,-5.547370146342702,0.3653523292260886,0,0,0
1680788885.7883024,-4.462416436109204,-2.0620880885477177,-1.9379887956698043,-1.2373958050288885,5.053029166979788,-1.3622644022843098,0.9177863399610043,0.3311103489468974,-0.16870970651056602,-0.13989712624055708,-1.216900850979659,-5.126426037741084,0.36753487148826286,0.9935974033089158,-1.3905153051100456,-5.546373327562427,0.3791572460247616,0,0,0
1680788885.8049054,-4.474503600366425,-2.0107257525500812,-1.9516342848694541,-1.132252928025068,5.196407768982183,-1.3614286296856692,0.9155012859024084,0.320925058500282,-0.19232630562127853,-0.14790231405795387,-1.3825274401630285,-5.260826896898534,0.3822507357180593,0.9971507442061774,-1.3402059128981387,-5.416979259654117,0.3854960135316144,0,0,0
1680788885.817889,-4.495302824783134,-1.9050092879307106,-1.9807453115981948,-0.947275085572073,5.403377587381827,-1.587445058606513,0.9089227947036146,0.2991982512324049,-0.2397485346501511,-0.16389142705079776,-1.3110218379613527,-5.229829000398486,0.41434994243221124,0.9937577482322003,-1.4497609330383037,-5.481442310506181,0.42042921074642536,0,0,0
1680788885.8347228,-4.503820024416122,-1.8508100851495644,-1.9961768771930106,-0.8257457788030044,5.446380506003567,-1.5495758508290842,0.9045643481270742,0.2879197842606838,-0.26336857789487084,-0.1717630056396189,-1.296148229619356,-5.30923485917427,0.377108230980445,0.9945147490201116,-1.4230852147681592,-5.0494127486373825,0.3673785892426602,0,0,0
1680788885.8499215,-4.516627893629706,-1.7401434288018398,-2.0286652749742573,-0.5347948691952011,5.670969117815053,-1.6185792042961826,0.8937139373897929,0.2645135766983917,-0.31026821589053205,-0.18719401717352968,-1.4272732481653738,-5.388882922527681,0.31915558767478136,0.9879134390942552,-1.977067290180062,-4.735920716435471,0.2970592159800611,0,0,0
1680788885.87063,-4.523240835508445,-1.6270408070977143,-2.063081490683871,-0.14421794699307425,5.649609021577778,-1.7268346559937904,0.8803621598728273,0.24034012805428684,-0.3556055823029528,-0.20185083637646217,-1.377264218230406,-5.355681161778817,0.396719024841094,0.9809844588483422,-2.283816228689803,-4.313604833109019,0.3625402435786058,0,0,0
1680788885.8848183,-4.523096149372548,-1.512242775665529,-2.0990509325174895,0.11411539253620029,5.732817913556793,-1.8562152605809332,0.8652231579461459,0.2146415699349413,-0.3982653897951273,-0.2161077571511442,-1.5381957614687964,-5.169376216186762,0.4703293585249624,0.980270014654441,-2.1641621047493276,-4.1003028427693655,0.44405639239518646,0,0,0
1680788885.900651,-4.520350749189987,-1.4544461196729102,-2.117483391101229,0.3820863488555356,5.80718176631662,-1.9082550094714337,0.8572094405261157,0.20109789986884136,-0.4182583382106818,-0.22318506280323558,-1.6535152806759672,-5.055421881472877,0.3237197660633122,0.9809674371334849,-2.058168244136935,-4.001277845218961,0.30655500770755023,0,0,0
1680788885.9152427,-4.509298470510872,-1.3385373677860501,-2.1549674120167315,0.6852885860263289,5.767781531792532,-1.8275611949962467,0.8405678965975127,0.17313016026845748,-0.4553356048473587,-0.23694101749874638,-1.8677275965127664,-4.674832101585103,0.4537895184949073,0.9744136675714992,-2.0674824604215454,-3.2664781309319193,0.44194698104924685,0,0,0
1680788885.9346814,-4.500914758942084,-1.2806138055879037,-2.1739160258705255,0.9128873651596315,5.851905186960248,-1.838222179433069,0.8319191886645584,0.15887723040368162,-0.47259367013899367,-0.24356459540646413,-1.960083128885087,-4.618507925540307,0.466108112546343,0.9717893899331006,-2.044675107882693,-3.0606562569700078,0.4578906035817127,0,0,0
1680788885.949842,-4.478279171180845,-1.1652931584140704,-2.211969267097141,1.381468846341165,5.668987226128626,-1.9151356312537666,0.8138542226949381,0.13010991221571025,-0.504946744159755,-0.25640105402923236,-2.0370945518372863,-4.392455523735956,0.44448454551057365,0.9676068911194338,-1.5790679392138698,-2.5791149542148943,0.4539335517316393,0,0,0
1680788885.9657047,-4.447792803484963,-1.0512721448546143,-2.249825380713315,1.6505373847956164,5.601913702315514,-1.851740447943451,0.7958120479061513,0.10166942577996801,-0.5331965215761865,-0.2684175509314624,-2.004753290520707,-3.966212075297438,0.4689501410021925,0.9661831893706678,-1.5485327032246663,-2.0723155495819596,0.4787669751462077,0,0,0
1680788885.9806767,-4.429607903633235,-0.994960097421443,-2.2685381292164926,1.9773362630276003,5.574193919224738,-1.8399059912052276,0.7870726967639659,0.08798458744757569,-0.5456898300712826,-0.2738574295818047,-1.870006513659286,-3.745350063851096,0.44103906809091437,0.9668697619813954,-1.5433873401908522,-1.883378311361168,0.44735844928100166,0,0,0
1680788886.000923,-4.387412271507341,-0.8841095307296505,-2.3052679324852745,2.2922076591440477,5.401978785515612,-1.766187404502208,0.7708221208206291,0.062187947817764475,-0.5671232068879459,-0.28343815094114394,-1.7958575801287695,-3.229569176335006,0.48501428769516397,0.9678676469561852,-1.4688237417286414,-1.4300907035644594,0.49169808251759445,0,0,0
1680788886.0193295,-4.337465721197517,-0.776082967875664,-2.3407957723312216,2.680648794104443,5.325713491684503,-1.7604488968314358,0.756089882974806,0.038094683286818545,-0.5846277000030426,-0.2916973369051792,-1.6745562459127008,-2.811428599312088,0.4241444942939196,0.9728723893809698,-1.4655733173517558,-1.2924273146691143,0.4279525960663742,0,0,0
1680788886.0391276,-4.30961568027197,-0.7232815342731934,-2.3580115945674063,2.934275408802743,5.210822485968048,-1.703384232199341,0.749374420221787,0.02669239180281391,-0.5919919091983377,-0.295416780127353,-1.661864737890248,-2.5695415702388407,0.4566467280530782,0.9717281899458051,-0.9922546042424935,-0.9781833927096655,0.4750482520238442,0,0,0
1680788886.061058,-4.248220634529093,-0.6203805068589292,-2.3911844036087633,3.2043313837322223,5.08284053765777,-1.59887355136128,0.7372005026658384,0.005034574791945213,-0.6043054671442419,-0.3022002222128223,-1.6878276476262353,-2.1901269377216637,0.5063295790533183,0.9723231551471156,-0.6579574767758625,-0.6327838289668875,0.5363091156786509,0,0,0
1680788886.0822477,-4.142096040229281,-0.4735234840893631,-2.437396199833339,3.7889358609293766,4.691799298451726,-1.3867250518915861,0.7218215374311795,-0.024184531353148617,-0.6179533001644322,-0.31068069679271093,-1.3294275418932182,-1.8080491531414595,0.5061355599768818,0.9624421523069098,-0.8267877066070531,0.3322950961588367,0.5207063504862505,0,0,0
1680788886.1056566,-4.062204580851109,-0.38109576632486336,-2.465571398368064,4.224517438380043,4.478571474517685,-1.3322895337383065,0.713799403403547,-0.04051467029831481,-0.6244504907608569,-0.3145004893158104,-1.1002957749344915,-1.4151366693244372,0.5701430726715447,0.9649439361212155,-0.7713217228776962,0.5795866116747814,0.5797000081758555,0,0,0
1680788886.1271083,-3.9752398715405604,-0.29331341984951537,-2.4914585572085577,4.56931568697662,4.237021111682445,-1.199613816849588,0.7086501619247858,-0.05442892409951336,-0.6277672549178797,-0.31742828147191643,-1.0652192550981445,-0.7951217010461377,0.5624278920649234,0.9694415900266883,-0.2732701594351171,0.9511181921931393,0.5873909636886305,0,0,0
1680788886.147297,-3.8813531468564233,-0.21035851449248189,-2.5149816220813186,4.894561330595159,4.09950251439465,-1.1279159523791453,0.7064019268381032,-0.06629060613911532,-0.6279498195342369,-0.3198138481117463,-0.9196158569346381,-0.3922870709507013,0.47521697295275267,0.9762661711733187,-0.21336082321136243,0.9644883223440237,0.4977851970030111,0,0,0
1680788886.1647346,-3.780632763672035,-0.1323975968201421,-2.5361458793502094,5.162900171999641,3.7848076834132134,-0.9374065793404078,0.7063284189335879,-0.07669676293300429,-0.6258401616032625,-0.3217792151254939,-0.8635419503520502,-0.11556360257357629,0.4431110615721667,0.9677310202822195,0.5171716148589318,1.7589053714324347,0.4875913359799419,0,0,0
1680788886.182302,-3.6731954953214108,-0.05954091227240037,-2.5550004334619136,5.553964012313717,3.4903461012283317,-0.9047283946582858,0.7083868954630567,-0.08491449450104949,-0.6219329146592918,-0.3227645962977379,-0.6816091560078668,0.17010599845145224,0.5837835140003735,0.9716960329163582,0.728434361564437,1.8200691806995886,0.6298709074605032,0,0,0
