t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3
0.962834,0.021155639873269586,0.09052046604376608,3.593537808279655,0.8392020256448463,0.33158961418583377,-0.12334282615441895,-0.41300706366709966,7.4658443304601345,7.993687134154493,-0.29464539207760465,-0.7858824890451727,-0.24246596362067277,0.34148168808807394,3.4072278854326288,2.6002049701275,-2.6134151421927374,-0.9845069672749783,-1.3494649949183641,0.043949318586608256,4.112900297312638,4.178999486358809,4.178990762749225,4.178998221804344,0.015621303282145026,0.002481952929950703,0.08792544646704993,0.9986796678164896,7.489311582597967e-05,0.0495013661156749,0.9987056567489685,8.529425089718767e-05,0.04508626284679076,0.9988136345658335,0.00012079785705344041,0.04502243613043159
0.994929,0.2625434351873954,0.3484430657611396,3.582755610135991,0.8451235953171441,0.3183306095405279,-0.12339438653817487,-0.41134603013578286,7.575197538510969,8.077139361194794,-0.37852159272425356,-0.8174797284550184,-0.285776341238074,0.34289221862512476,3.1748779226833026,2.2390701362656276,-2.8545630102877966,-0.8290463642846778,-1.2194780480169396,0.03818559091694117,4.121569707134868,4.178999477285226,4.178993171828574,4.178997953820002,0.013826351994478372,0.0017949512876666537,0.08612241424244366,0.9986001631865097,7.950462997987434e-05,0.05003458449224576,0.9986167144479244,8.894230104404632e-05,0.0451166590571951,0.9986907371435607,0.00012289742227283783,0.045038875168322036
1.02702,0.5073206208022014,0.6088602540228147,3.569156905449838,0.8509324794045036,0.30433131091401366,-0.12379212077327001,-0.4098437250755168,7.677093595272992,8.149001153444823,-0.470137308859009,-0.8440875406136992,-0.3249148553563599,0.3441177653183581,2.946483565244173,1.850565898686949,-3.0855696236178427,-0.7702328377293698,-1.1841070876974202,0.03633886916113594,4.124347798302713,4.178999467900885,4.178994586614317,4.178997595621066,0.01247265691785177,0.001353695076626602,0.08342718742464186,0.9985155484178735,8.461476863620122e-05,0.050639937007978274,0.9985242255337,9.248891422441499e-05,0.045166219847979035,0.9985692921504158,0.00012144499314493458,0.04505953856760509
1.05912,0.7552498951590643,0.8713857663717404,3.552498257702329,0.8565928047104683,0.2896522248297794,-0.12452373740957723,-0.40846565808724883,7.771659453842678,8.208394104117742,-0.5691670621811807,-0.8688077632063568,-0.36291815688751144,0.34528404243668626,2.690089064360136,1.4040863584510632,-3.2472038846391134,-1.9871118012184845,-2.4388376441168083,0.0869474388109595,4.048245103307594,4.178999458258528,4.17899548168937,4.178997108163911,0.01141824146980735,0.0010544154480444214,0.07975685653178731,0.9984252565474295,9.029187044392387e-05,0.05130223388933266,0.9984282686098671,9.595692383280949e-05,0.045265029647854484,0.9984511748042358,0.00011811734617986644,0.04508904151946128
1.09121,1.0060814523792039,1.1355904644953854,3.5325777703885843,0.8621283387625458,0.2739029212172887,-0.12574068774959185,-0.40730970536586414,7.857996464169446,8.253457526007864,-0.6733843831002165,-0.9325830836502733,-0.4411913834713711,0.3480745752937437,2.3708553729754698,0.8430347903564184,-3.2761547541502773,-5.880986673441287,-6.434489967204145,0.24830521019425814,3.805601760490666,4.178999448421362,4.178996076523213,4.1789964259140175,0.01057554731445243,0.0008426941553549178,0.07522478771769879,0.9983286433637149,9.661318371466233e-05,0.05188100809844937,0.998328917066305,9.935154356207426e-05,0.04557061676061375,0.9983372305282405,0.00011394427599537184,0.04514157223967494
1.12331,1.2595185965970357,1.4009597975628978,3.5092989586587837,0.8676827471835874,0.25537472496139113,-0.1280845359981414,-0.4068227509303046,7.934087835095317,8.280514289430728,-0.7785308671287826,-1.1213302942476515,-0.6477029945945999,0.35604380195644203,2.110942792334071,0.20351318635754131,-3.4189351116716686,-7.925744377628808,-8.661782575303844,0.33570457552021665,3.67417357509723,4.178999438344003,4.178996480340565,4.178995443657384,0.009887724272673157,0.0006878230417792729,0.07020096466830278,0.9982250864707599,0.00010355689295493289,0.049228376066551206,0.9982266099850667,0.00010230708123836164,0.04917655305182564,0.9982278276904669,0.00010940283777353462,0.04527739929817348
1.1554,1.5152634024948195,1.6668815058599589,3.482574486421543,0.8732862315434163,0.23203714667968886,-0.13233067869427273,-0.4074536903793392,8.001837446837007,8.287045939369376,-0.8882598125208412,-1.3757029405828491,-0.9256984043228307,0.3668180658228045,2.118583103928866,-0.4006020982807212,-4.117488198244302,0.30768434198985717,-0.5378400400048464,0.0014267713162914725,4.176845815222054,4.17899942768332,4.17899674306592,4.178994020615831,0.00931631154677957,0.0005714127258935873,0.06523422565734588,0.9981136659736809,0.00011142049707901739,0.04908314325139652,0.9981230620914302,0.00010354789363647946,0.04910462265253683,0.9981234314060108,0.00010439628445614674,0.04615193274270092
1.1875,1.773187108708421,1.9327122920824427,3.451967496708537,0.8784801960995031,0.20585615595429493,-0.13777786648012874,-0.40854993034945275,8.069832270408222,8.274188823240987,-1.0204084561482676,-1.365827971547918,-0.9429601008604109,0.36686385730662585,1.914030787364267,-1.2021343867917624,-4.347637444972267,0.3461551048975991,-0.5016169029094909,0.00010192136508983442,4.178836000835453,4.178999414979209,4.178996918253223,4.1789917627721005,0.008834436360736964,0.00048187518604260617,0.060822008418230246,0.9979933596287536,0.00012030634492730991,0.049593659656113544,0.9980189974451903,0.00010406464623986456,0.04640482653216189,0.998025888613369,9.754279264181081e-05,0.04852560755855834
1.21959,2.033187451504582,2.1977179114242293,3.416996202844246,0.8829494928076157,0.1795605801536216,-0.1434265750686162,-0.4093739204291894,8.13126209369689,8.235606944915226,-1.1599436202276392,-1.354718303372929,-0.9590592346401616,0.366867128419864,1.7121421656288585,-2.0057627474353854,-4.523287597107884,0.3537710704599725,-0.4956298567566649,2.5652095618947043e-05,4.1789470338987575,4.178999399185575,4.178997021816862,4.1789879858473515,0.008422783277410697,0.00041165308332626716,0.05721697266055695,0.9978630198405916,0.00013033978816201654,0.0503044429093302,0.9979141878636905,0.00010480958149990248,0.046307338448089305,0.9979351113595307,9.07772538383684e-05,0.04817858986267926
1.25168,2.2950550564236045,2.461071376021617,3.377451597999332,0.8866926530532669,0.15318540511455475,-0.14926906702110168,-0.40991354486511183,8.186212406604078,8.171233032046446,-1.3051161846443258,-1.3433642047416707,-0.9749662172854493,0.36686795171054004,1.5141686200870221,-2.807994566529801,-4.646084530620772,0.3599310843370867,-0.4908507619606662,2.1086488417789476e-06,4.178975599507313,4.178999379088175,4.1789970673189485,4.178981082177051,0.008067115469464873,0.0003556678079458237,0.0544242303221094,0.9977213164809953,0.00014170335959629883,0.05119589482711096,0.9978088099265595,0.00010537793713102037,0.04628975408167065,0.9978504288072487,8.46825522820121e-05,0.047804865587267584
