t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4
1.43022,-1.5785637389980736,0.21005822810349833,-3.064555398690887,0.4509741955517062,0.6186091595102025,-0.28509859301942164,-0.5767701302808841,11.40671854386785,6.68177432378977,2.2585406492341242,0.09588808246141568,-0.5034381364797511,0.011829505938595634,6.359500026745111,-0.9439518274254767,7.110674952875706,-49.11872932477655,-8.152463884622037,0.332450159197495,2.4185217264991903,4.1789972342009944,4.178999011005582,2.918445001119407,0.014353145573452679,0.0031538823502084493,0.08849518228958199,0.998926091709846,7.10014233261063e-05,0.0505659149260519,0.9989318543030746,7.696951191347892e-05,0.04500253965225388,0.998937775991781,8.34341024611396e-05,0.04509056733383359,0.9989423030684818,9.062709257545155e-05,0.04513943038186566
1.47491,-1.0623592359884817,0.507766828494659,-2.9563559001961592,0.46048286182209214,0.5993558147350413,-0.27919746983109833,-0.5922642224479273,11.690952357740828,6.6395849965009655,2.5763477492525433,-2.0994423224228336,-0.8678073310143439,0.026688154617577724,7.479876683996406,-0.5175395558737492,5.401990033568011,-23.5473548885255,-0.3089151999600147,0.009744323783168512,3.4470143432680658,4.178996479852718,4.178998914150188,3.4616650274415255,0.012602768052727873,0.0017503775207248046,0.08530741703162861,0.9988472457191833,7.884599066276904e-05,0.05170716218509541,0.9988507650676858,8.108923538879772e-05,0.045006946214521185,0.9988543835128411,8.339247893997433e-05,0.04505347689544659,0.9988576766860193,8.46263824625162e-05,0.04528278581676446
1.51961,-0.5322680272038445,0.8039665108001361,-2.835483304704995,0.48960618434024933,0.5594907627296689,-0.2532454632055867,-0.6189689508311738,12.02526069459919,6.616453894814122,2.8177862622311665,-3.151876390893414,-0.8816140996406047,0.027123670979061366,7.0003030782134115,-0.13844820166822536,3.0730566151575522,-17.248934290960552,-3.614415242491372,0.14339154827860306,3.5399884424431876,4.178995435704124,4.178998778876059,3.7556114876601296,0.01150171157423731,0.0011010564784905631,0.07917797159972671,0.9987589712965712,8.827442261195895e-05,0.053101093272860785,0.9987644638900872,8.630117759851735e-05,0.045014670164117275,0.9987725296986707,8.1853814170403e-05,0.045032689785692574,0.9987801955847609,7.7481101258301e-05,0.04542243240334005
1.5643,0.012369759797937002,1.099492711096388,-2.706067006664617,0.5271135163826595,0.5054912515375607,-0.21440790237884907,-0.648582374685682,12.338134793792443,6.610266040388693,2.9551345755105785,-3.9228065517779966,-1.0431580928748898,0.03353246514101981,5.961299000527802,0.2420414157291817,0.31259978666210253,-10.124210761549296,-8.46749923264138,0.33923680489027314,3.6111048553722367,4.178994123972258,4.178998587153148,4.121230925860928,0.010751560219617273,0.0007501513546200379,0.07049413867657252,0.9986592154235087,9.975587306252623e-05,0.05498855278268591,0.9986593702921808,0.00010509359790644478,0.04508662812741583,0.9986886706014272,8.38590972434814e-05,0.04502908349831842,0.998709815710013,7.037987474784336e-05,0.045415184434705776
1.609,0.5700601047843524,1.3951485082547739,-2.5732323195677593,0.5662030544345489,0.43628686050482146,-0.16835597262305593,-0.6787665287095271,12.60457126575271,6.621083927709802,2.9691060243988843,-4.375301720440151,-1.4216075921654792,0.0486944386380773,3.976886043871665,0.2719971279355336,-2.3929322357604845,-8.144188757284342,-8.491303898978433,0.3367181081212123,3.6726445676832964,4.17899038541411,4.178998290815531,4.178979682013022,0.010210845841131933,0.000540714378485339,0.06181229339526822,0.9985454597753446,0.00011375564816414707,0.050622495605202406,0.9985505331719632,0.00010883712021755647,0.052142600065350785,0.9986084732779783,8.01973234488953e-05,0.0450176813176656,0.9986458830583023,6.393265171078158e-05,0.0453633406892103
1.65369,1.137786742226146,1.691375651259307,-2.4424948269145097,0.6021171609953506,0.35157583670109527,-0.11930973226783236,-0.7068340245067724,12.782315661197961,6.6332406665588435,2.8621554382129593,-4.739301063415096,-1.801121025896276,0.06374384058302393,1.3195124045163789,-0.06779480897225199,-4.863502043046722,-5.876015386732404,-6.348082184988531,0.2457939901582554,3.8093961821899005,4.17897902215008,4.178997818746212,4.178992408388136,0.009804087166674302,0.0004067586744576298,0.05547848141895188,0.9984141178732456,0.0001313419020989845,0.0520861506305981,0.9984503244781882,0.00010020869377502271,0.051271330330576965,0.9985336997575094,7.477352046886367e-05,0.04500962663706383,0.9985877019586475,5.81810996548149e-05,0.04531111442425714
1.69839,1.7109118036005713,1.9878702347118768,-2.31907588997837,0.6321422883947321,0.25296776540047383,-0.06837691482149227,-0.7291966595923811,12.84129042990794,6.630210620637948,2.6447843039004226,-5.0019258384325225,-2.084844526585038,0.07472944683444731,-1.9251761527784081,-0.7591865446143166,-6.828000479817899,-2.440810362023742,-2.996716175861067,0.10666333293810995,4.018656582658307,4.178940289724119,4.178997048983183,4.178995812779861,0.009487439509900558,0.0003166476567737433,0.05158503083330285,0.9982606686737566,0.00015344919948906248,0.05441593107849657,0.9983583179566644,9.200652152375585e-05,0.05033047971196449,0.9984643824174944,6.931734001511447e-05,0.045004618293376736,0.998534622211636,5.307974701151407e-05,0.04526515947346091
1.74308,2.2835165714792636,2.2835937378631326,-2.207457878049129,0.6538947580764777,0.14471622992332592,-0.016433047995485065,-0.7424341682003085,12.755245904712524,6.596279260293695,2.3396111598885856,-5.1110163070575805,-2.2187808524247576,0.07949669674307246,-5.728442671259699,-1.9049735377883525,-6.470710597422338,7.012659043812966,6.302661875963274,0.9749270273422838,3.65512831276029,3.236809256346843,4.178997330096045,4.178995919225049,0.009233759049831886,0.0002536804600686718,0.04929034716627486,0.9980792135614356,0.0001814551123209733,0.05764440363566684,0.9982739086317848,8.440932487961388e-05,0.049506707565171594,0.9983999783252963,6.440409219805243e-05,0.04500143330991006,0.9984860415618322,4.858064980383605e-05,0.04522633541838991
1.78777,2.8484353148260038,2.5766597721591564,-2.10928775567924,0.6660419904160932,0.03704026700359064,0.03511165502296349,-0.7441659120613361,12.499216798468742,6.511137678141708,2.0504068602048293,-4.797589965830885,-1.9370873835949851,0.12307044091540646,-9.02856552971004,-2.707996036546664,-7.5254614946487,5.926426488159717,5.09449119048456,0.23279059446240097,4.178981375878586,3.8289503922266754,4.1789950058816565,4.178997806527967,0.009025393201731737,0.00020836584810015056,0.04791661158606238,0.9978620424124065,0.00021717114902899783,0.06187146222131722,0.9981963781228773,7.753050890745146e-05,0.04881263216268158,0.9983397458461617,6.023247913451983e-05,0.044999388444667505,0.9984414018017649,4.463976006727302e-05,0.04519416719831099
1.83247,3.398605663218126,2.8651181358437303,-2.0252426406801445,0.6692452443131572,-0.06263794577951455,0.08513404343479448,-0.735485620300526,12.095690797443623,6.390105515521447,1.714061139191756,-4.53271209865842,-1.7093923360717542,0.1334748686565085,-12.008775308746667,-3.5534729352318473,-6.509203123021419,9.026886508615545,8.198868722331305,0.36029415427009054,4.178991795647817,3.637204939322171,4.178994238528324,4.178998217148567,0.008850434622470073,0.00017495857926166518,0.047066562481390475,0.9975990371954342,0.00026300521697239016,0.06692920967777931,0.9981249639216218,7.141420125561378e-05,0.04824039008547902,0.9982829484746026,5.679737155906054e-05,0.04499810041886548,0.9984001936127053,4.120818905959812e-05,0.04516778134504846
1.87716,3.927676217464401,3.147293847061551,-1.9553232830272955,0.6648295578664953,-0.15173989685765835,0.13316349406350617,-0.7191965875239827,11.558966213499295,6.231285299997005,1.423136440528423,-4.129261140414535,-1.342949106794054,0.1495779870075813,-14.751224409048532,-4.234804649408438,-5.597213442017389,0.20835611551804822,-0.6118837574376489,0.00021152325473319314,4.178995980027934,4.178672674871401,4.178988143121622,4.17899859186002,0.008700615087324502,0.00014981953514557074,0.04652133741555937,0.997276848645155,0.0003221885502791394,0.07227755359412011,0.9980589129647752,6.605095684650578e-05,0.04777485904451995,0.9982289354162929,5.4013058309810965e-05,0.04499734134518263,0.9983619601293119,3.823348339338573e-05,0.045146240500668934
1.92186,4.429954910888276,3.421675809300436,-1.8975875257844896,0.6541727402299974,-0.23353213999227415,0.17910719117790525,-0.6967359276993942,10.899669609136204,6.042013396318055,1.1729725413232903,-4.11994879618804,-1.3702968626383834,0.1495874409050831,-16.90214362891681,-4.8828913660088205,-3.6758185065272557,0.2076274177704934,-0.6152732980845962,1.5746862289205928e-05,4.178997001368803,4.178968743067565,4.178990696594531,4.178998727334002,0.008570047601038293,0.00013056748628620794,0.04615953274828567,0.9968777857706282,0.00039906287452674984,0.07722011912103652,0.9979975126626105,6.14003021648244e-05,0.04739928804010681,0.998177158202118,5.1777214174816305e-05,0.044996965074538584,0.9983262956070034,3.566452230856693e-05,0.045128689732948854
1.96655,4.900548761515973,3.6869493075626925,-1.8491906939111036,0.6375127456536233,-0.31341547663049674,0.22281922129833354,-0.6676072157257787,10.144239036595625,5.823775668532642,1.008684168208862,-4.1106690206444725,-1.397796111848749,0.14958814470109005,-15.82327436808833,-4.857245876675913,0.6096397410051736,56.72921475000888,56.17162941282816,2.319319893667849,4.178996617604802,0.6913001928737584,4.178997087942167,4.178998810758722,0.008454442750898709,0.00011560485013958521,0.04591199640161481,0.9963783315461636,0.0004994542244646437,0.0812693893704215,0.9979401083482249,5.740431438552514e-05,0.047097759824264035,0.9981271606548199,4.9997547298206256e-05,0.04499687025394107,0.9982928423723865,3.3453234616929196e-05,0.045114394872346385
2.01125,5.338250498233231,3.942355500016418,-1.8037058720655323,0.6196452533108366,-0.3544706975822885,0.2639895712950263,-0.6486137424207785,9.437027840324559,5.606684149601868,1.0359316291642358,-1.5751928041804975,1.1127591821716352,0.2532486740188463,-17.445046067515296,-4.489981992569214,0.3412887575138163,28.30442896180926,-28.637054168981727,-1.161949329247261,4.178997585555878,4.178995060275951,2.431701320737775,4.1789991006620815,0.00835067779551211,0.00010376495538659788,0.04573707117645857,0.9957462368883169,0.0006320946578466527,0.08430348516883399,0.9978861311986462,5.397714957870967e-05,0.046854900044393265,0.9980785632242818,4.859743053821199e-05,0.0449969834698081,0.9982612953207983,3.154705158818118e-05,0.04510269164847737
2.05594,5.742594506430865,4.188376081811662,-1.757140372130746,0.6125373504014853,-0.3592209870163982,0.28593745431533535,-0.643426807857788,8.657332588165326,5.406007256669748,1.0511853133803157,-0.31014433189840473,-0.16715576244748315,0.2013160868673163,-18.593201371154503,-4.442196402679832,-0.38284854177561767,0.034321394985563844,-0.062463960227665434,-6.3336428289502445e-06,4.178998363238573,4.178991966030508,4.178981640928508,4.178999164065643,0.008256430893873104,9.424690163900618e-05,0.04560990028721734,0.9949362125935876,0.0008100242947293108,0.08643232006341005,0.9978350915292408,5.103966940542829e-05,0.0466583839041272,0.9980310512935819,4.75119306998397e-05,0.04499725294612662,0.9982313968133031,2.989850749518496e-05,0.04509304174772629
2.10064,6.1108966313083135,4.425555148862008,-1.7105759877602362,0.614000360687383,-0.3645782031699659,0.2896830107034282,-0.6373147198670485,7.82632126406657,5.207466110322314,1.0340741410071808,-0.3086103589519213,-0.169947549470119,0.20131580378917346,-18.228717375227802,-4.431384475961026,-0.17322006985782074,0.03483566604211792,-0.062026093598140146,-1.5308705261483087e-06,4.178998716101223,4.178989831135229,4.1789870118454475,4.178999233330061,0.00816988878568052,8.654210819258335e-05,0.04551574872018114,0.9938848909144826,0.0010513216791049604,0.08784457863093326,0.9977865520697186,4.8539459522228554e-05,0.04649960688897728,0.9979843595467641,4.6691746817829885e-05,0.044997640902740624,0.9982029220890825,2.8474724220673566e-05,0.04508506719570666
2.14533,6.4424221058959565,4.653872055484035,-1.6645662187591967,0.6154434827557022,-0.36992385904992714,0.29334456412785637,-0.6311375703727858,7.011600320630164,5.009408196171385,1.026332180021573,-0.3070534009872518,-0.17271976632189956,0.20131573536788777,-17.869105449956603,-4.424753842491359,0.03171842189638988,0.0354445743309531,-0.06162127210857112,1.8697507762553269e-06,4.178998954026961,4.178985725745913,4.17898818848859,4.178999302939586,0.008089629275364,8.025951031651983e-05,0.045444803485078795,0.9925018933954011,0.001382997519081585,0.0887410008010007,0.9977401321597511,4.641990996755438e-05,0.04637111374960915,0.9979382569873569,4.610255940711018e-05,0.04499811950506903,0.9981756764099334,2.7245679148999616e-05,0.04507845659084946
2.19002,6.737894118454996,4.87334419338816,-1.6186969999977523,0.6168670997479754,-0.37525647091772424,0.2969218450017428,-0.6248959819393393,6.212952003753106,4.811646633971326,1.027749814739354,-0.30546922825341705,-0.1754738899343635,0.20131581893521097,-17.51416606875327,-4.422126991765343,0.23197405998561252,0.03614696920958222,-0.0611692352487845,7.0508054907003376e-06,4.178999121328494,4.178977286155702,4.178987641598868,4.178999368600353,0.008014534166533381,7.509510883061985e-05,0.04539040725011749,0.990654591549582,0.0018473018458190684,0.0892897804159788,0.9976955055074196,4.462665233148501e-05,0.046266765875204716,0.9978925395365571,4.5717450799850915e-05,0.044998671122825726,0.9981494926258361,2.618378409733e-05,0.04507295226498784
2.23472,6.9980263252442345,5.083980779529226,-1.5725636273094024,0.6182716277796886,-0.3805744946020255,0.30041454852728405,-0.6185906201798389,5.43016747704648,4.614002477195779,1.038117747990713,-0.3038536624266728,-0.17820781004653213,0.2013161340664834,-17.16369980354799,-4.423326700522567,0.42755379611770444,0.03706210202249126,-0.06054297957644232,1.911458729781265e-05,4.178999243479544,4.178956978157783,4.178985537239452,4.178999428138173,0.007943708256609882,7.08259099234996e-05,0.04534811260832769,0.988143071920713,0.002511519628868938,0.08961431169401371,0.9976523894841435,4.311602327619264e-05,0.046181944105520054,0.9978470245383243,4.551499823278254e-05,0.044999286582208385,0.9981242260118706,2.5266613965609196e-05,0.045068355643248396
2.27941,7.223523248888967,5.285783209838863,-1.5257707430705978,0.6196575126020626,-0.38587622460401083,0.30382236632675674,-0.6122222505602363,4.663046817432264,4.416304700199434,1.0572269933080063,-0.30219719532018646,-0.18091374005924943,0.2013169883808203,-16.817489012422605,-4.428167809321416,0.618468051790861,0.038736351119913505,-0.05921645142130091,5.9380267826769454e-05,4.178999335817786,4.178891857456916,4.178981006116408,4.178999480794122,0.007876422757777697,6.728549883218528e-05,0.04531487289005002,0.9846557209028305,0.0034873510178825068,0.08979952952855856,0.9976105365867017,4.1852897441704486e-05,0.04611314816619442,0.9978015467090159,4.547782930843308e-05,0.04499996359219463,0.9980997501756503,2.447583622017247e-05,0.045064512380902685
2.32411,7.415080694282921,5.478745419443187,-1.4779323170078698,0.6210252719406558,-0.3911593887595365,0.3071449956091307,-0.6057919641830891,3.9113998291997136,4.2183905529206,1.0848690300058312,-0.30046589871384444,-0.18356038173873926,0.20131964234416996,-16.475104429938884,-4.436397312442087,0.8047974107425604,0.045552699177106235,-0.05285192002433379,0.0003041780912195398,4.1789994080348345,4.178513832588964,4.1789711246578,4.178999526629487,0.007812074902464942,6.434785531275577e-05,0.04528855515932773,0.9796853570872365,0.004970363815594088,0.08990119774603171,0.9975697275686571,4.080901804464069e-05,0.046057712026790064,0.9977559554957102,4.559121330561336e-05,0.04500070559456368,0.998075953784492,2.379639115841159e-05,0.04506130161683792
2.3688,7.573386390064709,5.662854307385398,-1.4286715413832451,0.6223757963915177,-0.39641813911022017,0.31038221735490173,-0.599302856826565,3.175055502384159,4.020108593227516,1.120838939037742,-0.2984299497611177,-0.18592256473046018,0.20133323739073028,-16.085237439659277,-4.435578351035583,1.0090282937059367,0.9884382954825528,0.8972862417447254,0.03897374292104483,4.178999466527588,4.120338832781747,4.17894586543951,4.178999566081923,0.007750158526717102,6.191637574783978e-05,0.04526763817015445,0.9723579304029797,0.007327426684256837,0.08995451482604894,0.9975297658592783,3.996170937877933e-05,0.046013600204325766,0.9977101137561933,4.58417395168976e-05,0.04500152098728792,0.9980527379257101,2.3215858781810778e-05,0.045058628123088036
2.4135,7.69917083364894,5.838099889993101,-1.377595593865243,0.623763566972294,-0.40106622085632476,0.3135561818655542,-0.5930829856131228,2.4561360330392112,3.8218632364942557,1.1659368176476381,-0.25425232804218123,-0.1458189261497104,0.2030751440728226,-15.541808181285386,-4.371627530320236,1.240169307546004,4.586817288403303,4.541467394078386,0.18697600435569928,4.178999515588397,3.897679160271184,4.178845999692268,4.17899960001047,0.007690242750045201,5.9915776671900016e-05,0.045251015930226665,0.9610449115467606,0.011313018856218986,0.08998091779806239,0.9974904732243395,3.929263493882856e-05,0.04597924875775372,0.9976638977448855,4.621601130783385e-05,0.045002422662416296,0.9980300140610372,2.272386467296368e-05,0.04505641603141158
2.45819,7.793362302298568,6.0045348108286865,-1.3242572958657808,0.6254492401067304,-0.40231047764711,0.3168011658418747,-0.588724517150763,1.7615047891881204,3.6264761210686123,1.2213653970406042,-0.04924744307661711,0.05715907409716539,0.2114319178124638,-15.389223549924646,-4.273156866139812,1.1332277552283114,0.24090815444894076,-0.24459508760303778,-0.009622286362346633,4.178999557518327,4.178492374331203,4.164022699236216,4.178999629060913,0.0076319574490249144,5.828530102028694e-05,0.04523786135384589,0.9423564405149054,0.018688471031855263,0.08999301260711022,0.9974516869361123,3.87862882271391e-05,0.04595342365467838,0.9976171986566054,4.669908828011526e-05,0.04500342777056816,0.9980077026987222,2.2311362315097812e-05,0.045054603003324804
2.50288,7.856655595848469,6.162324341597331,-1.268536541802281,0.6274600575820639,-0.40074320772430755,0.3199958068988452,-0.5859193198017212,1.0736932185075103,3.4354900894257976,1.2720142916865114,-0.03848020614853283,0.04622705203385404,0.21100185583598047,-15.013047628945351,-4.1267173086324185,1.1198345030845027,-0.003338024981385659,-0.010917001656721532,-0.00011366806562953318,4.178999592718922,4.1788894526600835,4.178718462342446,4.17899965361456,0.0075749786653037865,5.697878372112834e-05,0.04522757461356071,0.9080583110787964,0.034298129436108916,0.08999793233666858,0.9974132554515671,3.843148454512712e-05,0.04593524658362539,0.9975699247930229,4.7273863582464876e-05,0.04500455756787646,0.9979857316746407,2.1971024081509665e-05,0.045053140339737896
2.54758,7.889584599678512,6.311725540790857,-1.210565038925908,0.6295411592172022,-0.39916806878902267,0.3230311471714338,-0.5830897596559382,0.40269459165227356,3.2510490807811983,1.3220645834358091,-0.038629397054621734,0.04573912357974635,0.2109967755139939,-14.633384381581541,-3.9841378149423674,1.1131449881179114,-0.008083890994372445,-0.00851683218175828,-1.3340893404198392e-05,4.1789996212248885,4.178962765002003,4.178942650746858,4.178999673986192,0.007519017787422269,5.5960877881516565e-05,0.045219716741969604,0.8333189188460165,0.07473939223277998,0.0899995724474593,0.9973750349784709,3.822047309629674e-05,0.045924114434379514,0.997522003999984,4.7920793038795205e-05,0.045005837489946715,0.9979640348063252,2.1696868315434647e-05,0.04505198981470855
2.59227,7.892904658314747,6.453026406324046,-1.1503633717660202,0.6316079566976973,-0.39759260946201413,0.32605591719719823,-0.5802405130166702,-0.2513352275401307,3.0729805720345733,1.3718158915631369,-0.03899070142738701,0.04535846917563335,0.2109961792512379,-14.263650112284111,-3.8458465352815505,1.1073301274299943,-0.008739530326495186,-0.00841107147489131,-5.780992000390068e-06,4.178999641759038,4.1789797070088985,4.1789709665965935,4.17899968895029,0.007463815923900045,5.520186352222389e-05,0.045213946409187515,0.6272097874946088,0.20610913135140768,0.08999995246401771,0.9973368881691599,3.814680931096307e-05,0.045919573164010526,0.9974733860844712,4.861791551277536e-05,0.045007297487073064,0.9979425512914651,2.1483514860121297e-05,0.04505111925763718
2.63697,7.867364227688603,6.586507445363932,-1.0879440372947287,0.6336589935471006,-0.3960178147414994,0.32907238712302794,-0.5773712345494909,-0.8888400084370742,2.9010929041839404,1.4213073081858627,-0.03938130918361178,0.04498254167913011,0.21099592087347277,-13.903769871854069,-3.711749398801158,1.1022999144775043,-0.008548513989194704,-0.00857234314935908,-9.046627709211313e-06,4.1789996507864995,4.17897875827964,4.178965110146016,4.178999694968681,0.007409137681722499,5.467824217754645e-05,0.04521000965532101,0.27710357832901256,0.3501062091655962,0.08999999005953724,0.9972986819422844,3.820622687540312e-05,0.045921344629826145,0.9974240438882466,4.934219622475006e-05,0.04500897292635121,0.9979212248297419,2.1326461723279035e-05,0.04505050313867449
2.68166,7.813691997575897,6.712440700456226,-1.0233178639871823,0.6356941790987093,-0.3944438787175896,0.3320805610147297,-0.5744818938366918,-1.5102601705990903,2.735198622664147,1.4705739026360802,-0.039763379585982535,0.044599406247583094,0.2109955165401941,-13.553432768835194,-3.5817475487717623,1.0980385351897315,-0.0067639863710658955,-0.009707531971155517,-5.25156027687894e-05,4.178999650893406,4.178959229130312,4.17888021586796,4.178999693324526,0.007354766072459232,5.437160926326746e-05,0.045207720354249775,0.1390214736407382,0.13808210468827437,0.08999988180883667,0.9972602854286218,3.839651366266442e-05,0.04592930939427762,0.9973739729827901,5.0070905456425705e-05,0.04501090637661106,0.9979000028667775,2.1221962964443058e-05,0.04505012144881045
2.72636,7.732597281786023,6.831089938382945,-0.956494122856396,0.6377140964411392,-0.3928705862157931,0.3350793379625696,-0.5715726367707734,-2.1160222384905683,2.575114691248764,1.5196500374460384,-0.04006569166006816,0.044165534272765664,0.21099316938868848,-13.2076329882719,-3.455615068183137,1.0964268805226276,0.08056592803646068,-0.09407462848476718,-0.0035165484875492115,4.178999647816755,4.178894075089223,4.173605991543589,4.1789996885239695,0.007300498371905194,5.426770055403774e-05,0.04520694573613714,0.08460328214126965,0.054418191499468554,0.08999918465100312,0.9972215680355742,3.871739304769738e-05,0.04594349405568621,0.9973231899271242,5.078305566587976e-05,0.04501315071936457,0.9978788359572286,2.1166909548906654e-05,0.04504995874667067
2.77105,7.624775211813475,6.942711194218962,-0.8874784511406641,0.6397495854952008,-0.39129461469153753,0.33801528094167405,-0.5686428319866895,-2.7063290048563617,2.4206681709286233,1.5686541403744414,-0.03646484868535094,0.03996092851280714,0.21083599948789725,-12.647957860262096,-3.3285394258044185,1.184585660568646,4.106920009763907,-4.065264695652841,-0.16668803465738186,4.178999643007867,4.178388250502151,3.9277295126853025,4.178999682091809,0.007246142758097465,5.435561380772904e-05,0.045207595837166964,0.05764924705614815,0.026954035085121494,0.08999664597145426,0.9971823975922027,3.917044337137223e-05,0.04596406335187062,0.9972717293868847,5.14605402395143e-05,0.04501577427812068,0.9978576772338784,2.1158723350104268e-05,0.04505000338066825
2.81574,7.491124490161712,7.047567821042204,-0.8161741129152856,0.643241721499099,-0.3895812144718308,0.3383918193541768,-0.5656479026517947,-3.271621446904982,2.2719012157207965,1.6215984439748292,0.14709133226239873,-0.14173349463195925,0.2033859836661491,-12.413931076020168,-3.3324600072855737,0.9903124588459346,1.2308097499256327,0.8042086535556726,0.03142601876881093,4.1789996369131615,4.1183080283181,4.165565161294314,4.178999675017868,0.007191517227534778,5.462553056268633e-05,0.04520960342562342,0.042184528729874264,0.015464718326273892,0.08998979165290837,0.997142639604959,3.975798724385452e-05,0.045991262388895976,0.997219640968003,5.208841888178553e-05,0.04501886893864781,0.9978364823088769,2.1194925001498013e-05,0.04505024531306304
2.86044,7.332434914474144,7.145779551107281,-0.7426852441709324,0.6482640027340321,-0.3870837252659549,0.33617561967176873,-0.5629439876582208,-3.826454210495584,2.122959032614188,1.6658598302347445,0.20210159217310772,-0.10578989972851305,0.20479054961188975,-12.030324865545465,-3.317121726799778,0.8222393247439644,0.759441131754013,0.3973922508109754,0.01441158027268142,4.178999630038031,4.14542704841317,4.16709856017437,4.178999667559057,0.007136445667251172,5.5071560283606174e-05,0.04521294299599697,0.032445589473223305,0.009738939256650954,0.08997424957155611,0.9971021548641696,4.048474078931874e-05,0.04602549170559276,0.9971669838853101,5.265708269283361e-05,0.04502256506058925,0.9978152085280043,2.1273780872582454e-05,0.04505067888984865
2.90513,7.149329873067006,7.237345882126567,-0.6673818925540549,0.653451629822803,-0.3835784921564813,0.3337818862118651,-0.5607656982891822,-4.364141938191849,1.9747023842103701,1.7026092945331093,0.236044331127845,-0.08802870551881958,0.20543466603733418,-11.644400287795198,-3.286160619474672,0.6367893367312081,0.30068385086225213,-0.04997053979016174,-0.00408151048235898,4.178999622678375,4.173387149091065,4.167249502377997,4.178999659643535,0.00708075379431297,5.569187293820167e-05,0.04521763099608752,0.025913335954703236,0.0065322535185200715,0.08994277251371917,0.9970607965581662,4.1358306003491954e-05,0.04606732425844992,0.9971138220235927,5.316186171745501e-05,0.045027056211043845,0.9977938142105385,2.139431746581867e-05,0.045051302837620905
2.94983,6.942578804593461,7.322315556895556,-0.5906195594730169,0.6587529757886517,-0.37960848249726753,0.33118905359016265,-0.5587984751158512,-4.884581012041119,1.8278295228306478,1.7310701894228908,0.24948320483508105,-0.09026210705134832,0.2052522455190726,-11.232810366953675,-3.2490054521127876,0.4610219550962665,0.3723657950692946,-0.19622946370419048,-0.01018479248693335,4.178999614878737,4.175806111231748,4.160490597476034,4.178999651210491,0.007024268706439492,5.648508787347873e-05,0.04522369861765422,0.021327589882791258,0.004585746071911979,0.08988395093819035,0.9970184089339584,4.2387624207678567e-05,0.04611740492528389,0.9970602216789011,5.3600344691535584e-05,0.04503264186513394,0.9977722586613171,2.1555549221307864e-05,0.04505211670651261
2.99452,6.712978619433988,7.400758284490753,-0.5127600051721505,0.66418132695608,-0.37546668018815577,0.3283059356686705,-0.556869066926509,-5.386624335837639,1.682617288053637,1.751675272845346,0.26612585750325934,-0.09903245827838303,0.20479704268867846,-10.824648989080558,-3.215688484458799,0.27920462124699597,0.4152501250213841,-0.2481889714035558,-0.012451211607855308,4.178999606611271,4.17625272718082,4.157529065090489,4.178999642223623,0.006966817744007454,5.7450962432037265e-05,0.04523119694862969,0.017994573850195702,0.003333016032595555,0.08978058117433438,0.9969748251831277,4.3583750830751115e-05,0.04617642828176015,0.9970062495405215,5.3972138379574785e-05,0.04503981281869715,0.9977505020059638,2.175665535336867e-05,0.04505312163420022
3.03922,6.461347749626263,7.4727448998157335,-0.4341601562876816,0.6697830941115619,-0.37116787957678543,0.32503195349604885,-0.5549587816424092,-5.870425146131426,1.5388941339815794,1.7641541460294399,0.28468519805671283,-0.1101251066951721,0.20424054369539965,-10.417613669232436,-3.1875700944497116,0.09074894780059094,0.4414081677767171,-0.2688471831560355,-0.01344902255784672,4.178999597837022,4.1762693395179,4.156045210640704,4.178999632642268,0.006908227493115422,5.859025089203278e-05,0.04524019622041893,0.015504256347052332,0.0024903175031433687,0.08960774420127895,0.996929865053973,4.496012915483331e-05,0.04624500065133863,0.9969519709336975,5.427860682404081e-05,0.04504943384224895,0.9977285050264576,2.1996979506235792e-05,0.0450543203255521
3.08391,6.188500184806822,7.538336861429449,-0.3551897380206682,0.6755751525436168,-0.36670497706973737,0.3213208668700321,-0.5530629093271842,-6.336033771370588,1.3964277134889918,1.7682101126038317,0.3044136557144249,-0.12214106076327165,0.20363944817556254,-10.00879604812255,-3.164640352263267,-0.10381320767713813,0.48272019815727174,-0.29679944168155015,-0.014756044327281283,4.17899958851593,4.176058728080605,4.153869153835854,4.178999622418904,0.0068483227651713234,5.990472794409791e-05,0.045250786578211355,0.013600845372860802,0.0019034109741915292,0.08933071154179062,0.996883332006317,4.653304765602985e-05,0.04632325980980093,0.9968974482754186,5.4522658278741715e-05,0.045063181991883965,0.9977062289730976,2.227605336008454e-05,0.045055717165834265
