t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5
2.5061,6.5363644671372345,6.516655534247498,-0.41242974123811194,-0.33825721180122026,-0.44148711929906925,-0.20512062559191052,-0.8053549655895772,-5.640319692005121,0.9387820236110503,1.744708847952798,-0.16229405394597138,0.27097537121285803,0.17040691122934773,-10.600449910825533,-1.108054088816292,-0.09988174940248497,-0.4793949798051954,0.5921745761813623,-0.017633339647536918,4.178999570187371,4.173152267195987,4.178999615922572,4.146635921238928,0.012124918373455446,0.00014675947720692976,0.04981821890531776,0.021338016583458064,0.00303939813596685,0.08986339502082831,0.9958734570509835,5.2088780894481965e-05,0.047402613994744276,0.9959024475967326,6.375967490073854e-05,0.045066349361812114,0.9973044943650095,2.428302515820049e-05,0.04563694852214142,0.9988236025010528,2.0836526641884716e-05,0.044998516795004856
2.54718,6.295640455725583,6.554293402771351,-0.3408095176279064,-0.33580227021421893,-0.4363105495857758,-0.20269200470692803,-0.8098060263747112,-6.075824221571507,0.8932591846048266,1.7406053471908751,-0.18198932036511997,0.29530402824067603,0.16968247034688647,-10.2237924492475,-1.141930197038565,-0.2885017381191932,0.195700037569343,0.5103949273107131,0.010126302402336727,4.178999558433452,4.154764907621374,4.178999606967734,4.1699923814966215,0.011974389053851923,0.00015052931960352306,0.05006182253390366,0.019000921705040155,0.002337094878417908,0.08976920529697038,0.9958195871043349,5.386994664851666e-05,0.04755827359474994,0.9958385203274975,6.39272692351478e-05,0.04508074730767877,0.9972798878256846,2.460653932490078e-05,0.04565396343977169,0.9988025858561157,2.101664493716557e-05,0.04499852085314841
2.58827,6.0373420423167605,6.590033268389442,-0.2695163044337619,-0.3332874903640247,-0.430689326223525,-0.20031181760830755,-0.814433077826516,-6.495854310713936,0.846344593484401,1.7287526602959187,-0.17394926041344538,0.31627288376864027,0.17009849519498965,-9.829715125005794,-1.1823720083193117,-0.47036401888245605,-0.7244352980896229,0.7521791110642949,-0.02732193559846451,4.17899954585703,4.175433529750094,4.178999597448915,4.134347860716909,0.011819729427324894,0.00015465962652702863,0.05033464901485347,0.017172629171537848,0.0018282925335023081,0.08962350341757683,0.9957637028916818,5.588421265321255e-05,0.0477348254898464,0.9957744532439978,6.406708349979383e-05,0.045102832849257604,0.9972549237499556,2.4964075728968744e-05,0.04567302666238679,0.9987813811068751,2.120474924059815e-05,0.04499852277685461
2.62935,5.762119365194942,6.623812238396567,-0.19886235467106983,-0.33074434980096223,-0.4245287105328148,-0.1979163528608894,-0.8192756408975324,-6.899694288950657,0.7977685076024515,1.709428418165482,-0.20371166260862128,0.34717510137915747,0.168976012016469,-9.456106030350984,-1.2242493437065867,-0.6836320540429944,-0.42273010294971386,0.44684050097781114,-0.01482728468281676,4.178999532421273,4.175309040709081,4.178999587371291,4.153012317063098,0.011660611502570443,0.00015911792475445169,0.050635912848729904,0.015720283372801225,0.0014523457987366194,0.08940486432186438,0.9957055468354479,5.815605623390316e-05,0.04792791550622299,0.9957102684099134,6.418483408441697e-05,0.045141780927938774,0.9972295681664591,2.535558349639557e-05,0.04569421335865167,0.9987599814950736,2.1399611801555204e-05,0.04499852319991016
2.67043,5.470619665108867,6.655559857167965,-0.1291805754167326,-0.32829506933048525,-0.4177563703828255,-0.1952836178913293,-0.8243580414670726,-7.288185064617854,0.7474719504762859,1.6813423596871102,-0.22107893250446364,0.3655329129632504,0.16836685394347603,-9.049102401971497,-1.2661023299745078,-0.8832906957497189,0.5645636433469253,0.720907681598717,0.025711296910407837,4.178999518047853,4.136416783303524,4.1789995766822505,4.175080329045678,0.011496750535522706,0.0001638609670477376,0.0509638830406442,0.014550614937323755,0.0011696684354774712,0.08908584526436811,0.995644833034377,6.071380107085186e-05,0.04811032182177995,0.9956459831201708,6.428528974255375e-05,0.04523047176620805,0.9972037871112206,2.5781055238648385e-05,0.04571760829389138,0.9987383815879867,2.1599907086958624e-05,0.04499852278079125
2.71152,5.163502769610995,6.685207148251337,-0.06082110543762354,-0.3256928124679493,-0.4105613302757718,-0.1928434591008285,-0.8295630752225371,-7.659954670410156,0.6954559224551212,1.6450536075908428,-0.1978846316988915,0.3951503880116272,0.16942316630377252,-8.614914142832983,-1.3194954734865583,-1.0691587969365293,-1.5330271795527548,1.4735418901285164,-0.05975869457664574,4.17899950260631,4.177443140314396,4.1789995652836,4.087580379025608,0.011327919197883793,0.00016883133763891274,0.05131549577878651,0.01359683757286558,0.0009537773644581737,0.08863246868345682,0.9955812498568725,6.35831775046699e-05,0.04805994282839441,0.9955816653905655,6.431772960545589e-05,0.045591493963062724,0.9971775466476797,2.6240463540888006e-05,0.045743302413102274,0.9987165773948327,2.1804193153964858e-05,0.044998522212601595
2.7526,4.841476860769896,6.712673490314712,0.00589299778422145,-0.3230572555016779,-0.4024212190874212,-0.19035128697430587,-0.8351391914892811,-8.013886264124663,0.6412463124593331,1.6011287267783694,-0.2608668905897891,0.45568877770784405,0.16696806464412262,-8.240269255138971,-1.3806935261318531,-1.3384660071972907,0.41187245271277184,0.6009778887651426,0.02004447785959533,4.1789994861726445,4.144153450486293,4.178999553280634,4.17429545534762,0.011153965776006433,0.00017395342187736013,0.05168588952716418,0.012810267569530291,0.0007865700033352904,0.0880042920963125,0.9955144811206909,6.676873618160601e-05,0.04732226522005204,0.9955180330351987,6.363235536667549e-05,0.04654059363657702,0.9971508129581187,2.6733689560855772e-05,0.04577138861568989,0.9986945664902678,2.2010904564996526e-05,0.044998522225909075
2.79368,4.505223919052753,6.737861748308105,0.07057743011635635,-0.3204219099921784,-0.3933450616504847,-0.18773154173809986,-0.8410506761398944,-8.352426101173917,0.584522466808278,1.546139739168535,-0.24394569193605573,0.48037910641353204,0.16779156373841408,-7.834773096268331,-1.4487951620063737,-1.5909564299801269,-0.2725833810312556,0.2205015662846486,-0.007821886214518745,4.178999468437242,4.1768155842276,4.178999540462191,4.165053277293601,0.010974830833782333,0.0001791349422241007,0.052068330150753045,0.012154861472900578,0.000655406096629713,0.08715529180502996,0.9954440643357437,7.041678494711268e-05,0.047440900152314204,0.9954555641409839,6.246889421477143e-05,0.04659542384011595,0.9971235522899259,2.72606681928614e-05,0.045801969731518906,0.9986723480576267,2.2218432640948633e-05,0.04499852355100968
2.83477,4.155404495418639,6.7606628044990105,0.13278891103238968,-0.31765003723728624,-0.3839446175648759,-0.18524451193901886,-0.8469766022799441,-8.674306700606323,0.5250007615244968,1.480777538749897,-0.25514439558753,0.4894381021827002,0.16747021257833766,-7.3161327086421135,-1.504239014574707,-1.7628964836041694,-2.1594192363134246,2.042259083867597,-0.08469653033376949,4.17899944917497,4.178369360253561,4.1789995268430316,4.051006079076072,0.010790565126608153,0.00018426570717417943,0.052453956088352474,0.011603553179809215,0.0005513082930913618,0.08603615964012411,0.9953695200672127,7.454426853110523e-05,0.047684123936846214,0.9953943245407375,6.123960024654164e-05,0.046566287017836605,0.9970957309298192,2.7821360106617936e-05,0.0458351570615166,0.9986499229317993,2.2425125827322448e-05,0.044998526914643344
2.87585,3.792795598696654,6.780970495163448,0.19217339303092254,-0.31507877688009517,-0.37334389457296596,-0.1821775169598646,-0.8533176211835342,-8.974879691406324,0.46320122377763673,1.4083514237996042,-0.34386108842213103,0.5733414354425591,0.16399057511868187,-6.9417569525990865,-1.5674692635309624,-2.118721118519546,-0.16413220014650565,0.0357544738548202,-0.002863047426625989,4.178999428731999,4.178302946104219,4.1789995125268,4.173997527833288,0.01060135450171358,0.00018921062489457154,0.052831072038622404,0.011135734221902808,0.0004678189579064064,0.08459896802044758,0.9952903048262023,7.921524101038975e-05,0.04800180011341923,0.9953343669138731,5.995762686435531e-05,0.04651620251497737,0.9970673155296046,2.8415400214608834e-05,0.04587104899832386,0.9986272937584263,2.2629173373003423e-05,0.04499853308560135
2.91693,3.4181497708013913,6.79868461436545,0.24828484789842367,-0.3126880862045082,-0.3616100547856582,-0.17853104185549631,-0.8599947125889504,-9.260071982435264,0.39880396045707833,1.3213067557180243,-0.3506042283089109,0.5748103575587926,0.16387295085432063,-6.349336475656315,-1.617329926132583,-2.2852105928671453,2.539195450332652,2.615288837674415,0.10809572980850154,4.178999406888071,4.015798254447707,4.1789994973797615,4.178348133592861,0.01040753527699187,0.0001938192247217126,0.05318563583353896,0.010735530169495118,0.0004002040524076914,0.08280399154252377,0.995205791962082,8.451286412016185e-05,0.04839496730514237,0.995275738049938,5.862886393509636e-05,0.046457818192840235,0.9970382731574594,2.904237214509041e-05,0.045909745923042596,0.9986044650168999,2.2828741526386063e-05,0.04499854280706318
2.95802,3.0322873338205065,6.81371701558648,0.30067770352573925,-0.30963782628224307,-0.34915880648468406,-0.17604588177674643,-0.8667296589940092,-9.520925513950518,0.332358242156509,1.2274221024647338,-0.2462849655062144,0.6822558098285555,0.16831391141301455,-5.817209046677495,-1.7333687030200935,-2.5235274061554245,-3.6185598161807104,3.4533366308797575,-0.14286900118651924,4.178999383473407,4.178623615470191,4.178999481056297,3.963782914599303,0.010209609080830087,0.00019792619616178158,0.0535008110054197,0.010390572824632004,0.0003449573448631126,0.08062994711155207,0.9951152540520412,9.053791004088406e-05,0.048876391026330734,0.9952184789796912,5.725907024681514e-05,0.046395438016185085,0.9970085715907648,2.9701566694505685e-05,0.04595133415081515,0.9985814430984427,2.3021918457262652e-05,0.04499855681175126
2.9991,2.636149919998725,6.825926825577791,0.34901688186123253,-0.3062199960003254,-0.3342577898770795,-0.17391404921060472,-0.8742167108446196,-9.759917340766792,0.2611452344139844,1.1237465391527222,-0.3949483905221893,0.8241312733718321,0.16244434005757488,-5.379364186920607,-1.8753810189132045,-2.9780149758389687,0.29088891704239184,0.4172165931051727,0.017437549553943006,4.1789993592152594,4.15111491875583,4.178999464391598,4.177336692607978,0.010008250912058292,0.00020135816877179516,0.053755840492059684,0.010091121069190648,0.00029945175544135775,0.07808691882892407,0.9950178429954653,9.74110565759137e-05,0.049465553208776075,0.9951626239019563,5.5855077734801783e-05,0.0463311165796716,0.9969781796175963,3.039197316862098e-05,0.04599588289329944,0.9985582363026588,2.3206795783853623e-05,0.04499857577672191
3.04019,2.230554827673346,6.835090076200724,0.3927171827470926,-0.30293724879081463,-0.3173783859875732,-0.17101767246679447,-0.8821864027470329,-9.980920929227565,0.18409785102269588,1.0013989952272586,-0.3829976297489839,0.8412720284941219,0.16316073718025975,-4.804608461398524,-1.999597534932917,-3.312936213228372,-0.14313398289580506,-0.005973442897174098,-0.00024089300657993706,4.178999332616616,4.177428340954076,4.1789994466748945,4.17706598177312,0.009804290032426697,0.00020396087963159425,0.05392087320778239,0.00982943970295171,0.00026168136623893733,0.07522987836636555,0.9949125593641803,0.00010528363128484429,0.050188929586090204,0.9951081988114893,5.442509046711699e-05,0.04626612205784205,0.9969470666295487,3.111298804753941e-05,0.04604348877718024,0.9985348545296042,2.3381773054634055e-05,0.044998600187610906
3.08127,1.8163643684274096,6.840982530939801,0.4311051665072731,-0.2994852112739472,-0.30024885096613035,-0.16816269330727623,-0.889876651219363,-10.178311489565498,0.10194720731428678,0.8652916847675363,-0.38887808750411573,0.8410266180199713,0.1631508404309341,-4.209919838388952,-2.1111319157174973,-3.6075195287673383,-0.14536702082299532,-0.04286069480201638,-0.0003392876359988872,4.178999303616231,4.178606769327786,4.178999428089346,4.1780964378832435,0.009598692672112281,0.0002055973603144148,0.053902369925629336,0.009599329924379348,0.00023010977857236233,0.07218841895708011,0.9947982168579851,0.00011434250619516948,0.05108081567846513,0.995055220985885,5.297782560435891e-05,0.046201355812080805,0.996915202782527,3.1863847021798345e-05,0.04609423955296552,0.9985113091817522,2.3545347851880488e-05,0.04499863042485478
3.12235,1.3945659042810437,6.843403950908738,0.4636495373262757,-0.2959615838634496,-0.2829890997041386,-0.16513051245626556,-0.8972489812002915,-10.351270106808471,0.015214330923049576,0.7170818343844011,-0.39485028647213627,0.8392657468415151,0.16313690127707306,-3.1036413218535275,-2.0995790859692733,-3.3228596410614237,-12.61439049375979,12.351383755293696,-0.5090036173080295,4.178999267720753,4.178939658639943,4.178999408325444,3.4135205446397188,0.009393695933590145,0.00020499673852213696,0.04762815278563163,0.009395752928637457,0.00020357699574188932,0.0713188026659501,0.9946733998280306,0.00012481702995458595,0.05218424667351415,0.9950036990780956,5.1521907789240273e-05,0.0461375023844595,0.9968825595034545,3.2643279072510244e-05,0.046148188102516016,0.9984876131783914,2.3696003360869235e-05,0.04499866680524221
3.16344,0.9665734920636233,6.842265568033032,0.49036086193855594,-0.29312557494228436,-0.25929417216020706,-0.15876968265309893,-0.9064414091311127,-10.478778831927418,-0.07104391375661068,0.580566833892041,-0.9130947236390229,1.3467049232060755,0.14222520575772138,-2.5913647418756867,-2.228502157762983,-4.37286149928566,-1.0375744338089967,0.7150981210270602,-0.03454779797405776,4.178999236207303,4.178925201790158,4.178999390532887,4.126973471563734,0.00919500781925121,0.00019868811433893405,0.045544161637309254,0.009214641125307795,0.00018111180332966326,0.0688923582352132,0.9945364220295209,0.00013697779850972637,0.0535498720191632,0.9949536335993804,5.006547871531552e-05,0.04607509242003382,0.9968491111312398,3.344837221464796e-05,0.04620526618314092,0.9984637812658503,2.3831912541097563e-05,0.04499870969133895
3.20452,0.5337374656840479,6.837467684073133,0.5105916763286773,-0.2908562095679121,-0.2286363486293288,-0.14872376542942342,-0.9170655580400088,-10.58524139647319,-0.1625987809573994,0.40091398838776426,-0.9557220054513386,1.3760837206544418,0.14080585821768146,-1.2839975711828202,-2.210361838818728,-4.356359570858376,9.615750176135698,9.740601451778081,0.40281032564946173,4.178999203307213,3.5732146790577417,4.178999369462872,4.178944325908792,0.009002392278226532,0.00019261554102467752,0.04532094565020375,0.009052636452299171,0.00016200467300862194,0.06595670657857519,0.9943852538134423,0.0001511682160785292,0.055235742786708335,0.9949050157213547,4.861787802566604e-05,0.04601461401762088,0.9968148346474578,3.4276483781947474e-05,0.0462654096518918,0.998439829433305,2.3951832545333907e-05,0.044998759131897846
3.2456,0.09762740868368779,6.8289457926994706,0.5234436428740286,-0.2866639242802159,-0.1947180724852535,-0.14308103655655044,-0.9270579302983405,-10.637992625232952,-0.2534083787465631,0.22193910133214953,-0.5606724752791097,1.7762625893473756,0.15735475216578654,-0.45285234223150655,-2.58518533621521,-5.251947004314146,-0.27877921663439853,-0.08745642740305656,1.8344192802298685e-05,4.178999169546154,4.1789342149172874,4.178999339828887,4.178961629886888,0.008816074786256504,0.00018631749197002662,0.045231181616614796,0.008906948599507445,0.00014568785279172843,0.06315669215500067,0.9942174386679515,0.00016781514549070806,0.05729993756715983,0.9948578267216334,4.718899972136916e-05,0.0459565004127811,0.9967797102223376,3.5124425120193745e-05,0.04632849798416516,0.9984157745222105,2.4054911094515042e-05,0.04499881495772041
3.28669,-0.3399625480009331,6.8163997007471515,0.5281736681340616,-0.28050614173427013,-0.15791904016765332,-0.1420090197222091,-0.9360615587994822,-10.656597424833501,-0.359617071128625,0.006170268059741866,-0.5721257260953097,1.7726695654102662,0.157355505811068,0.6973582294688766,-2.8960309931213404,-5.521003171663187,-0.27808440246662613,-0.08985485403700345,2.337831949855548e-05,4.178999134259904,4.1789487750845415,4.17899930208625,4.17898376262586,0.00863648337260983,0.00017959141364667447,0.0451797786568117,0.008775246809751005,0.00013170178975643906,0.06060993391858827,0.9940299873347667,0.000187451333184986,0.059786112559700226,0.994812037018493,4.57897031403371e-05,0.04590115530635676,0.9967437209201997,3.5989302137853294e-05,0.0463944129071475,0.9983916334264796,2.414109573085841e-05,0.0449988766553029
3.32777,-0.7773478360654081,6.799222147716618,0.5237992482233962,-0.27398250192354084,-0.1208913065262417,-0.14048674958910118,-0.9437066684802679,-10.627947445802523,-0.478596418786404,-0.2206523582661678,-0.5835504314516643,1.76897800549858,0.15735646627634267,1.8558662168053304,-3.165779794817136,-5.698879576078708,-0.2776951578998725,-0.09210466856016714,1.5287704130561113e-05,4.178999093219241,4.178968728736167,4.178999250218077,4.1789915607660975,0.00846403214260628,0.00017245123000354904,0.04514506881336264,0.008655578100938366,0.00011966870881263788,0.058369225788822234,0.9938192155709338,0.00021077176383285176,0.06270347608872992,0.99476760579483,4.443122366292399e-05,0.04584893366185503,0.9967068509398062,3.686998039366613e-05,0.046463155663790175,0.9983674219247077,2.4211501771826995e-05,0.044998943286494134
3.36885,-1.2125790339483258,6.776922986648092,0.509943213598193,-0.26709401444979963,-0.08369353594128272,-0.13851504911851845,-0.9499840435017932,-10.551701800524528,-0.6086580154026591,-0.45478278572104947,-0.5949591452441366,1.7651940151312278,0.15735709435009912,3.015384414057564,-3.393371487064421,-5.785909055762258,-0.27725956773560556,-0.09417721340875496,8.48569045885553e-06,4.178999042292455,4.17898233111611,4.178999178810505,4.178994955034839,0.008299041840730577,0.0001649903018757042,0.04511945236882293,0.008546296022505518,0.00010928207843284845,0.05644525805180582,0.9935805647450792,0.00023865082585460324,0.06599654441471599,0.9947244831645229,4.31226303071122e-05,0.04580005319002432,0.9966690865158336,3.776442397254083e-05,0.046534647412861625,0.9983431546195091,2.4267305198670484e-05,0.044999013936905
3.40994,-1.6436988627538718,6.74908236447092,0.48638208558959645,-0.25984218376677043,-0.04638449098442121,-0.13609572255627903,-0.9548865875287764,-10.427818985950323,-0.7480698956105709,-0.6924886965683186,-0.6063499634292367,1.761324877182699,0.15735744297272009,4.16862861714257,-3.5779895855211405,-5.782944631466608,-0.2767347208798321,-0.09611694628632285,4.770436198782855e-06,4.178998976866818,4.178989601486829,4.178999080224594,4.178996671717323,0.008141695981061623,0.00015734585966895284,0.04509957890693977,0.008446007228612318,0.00010028879389319782,0.05482043472535881,0.9933083453113146,0.00027221943376446405,0.0695322580577696,0.9946826118909436,4.187127357922206e-05,0.04575462886640604,0.9966304158495378,3.867066629588245e-05,0.046608800619548876,0.9983188445903171,2.431002919206232e-05,0.04499908763539333
3.45102,-2.068754489427653,6.715352307261054,0.4530450747598782,-0.2522289890715455,-0.009022984184852348,-0.13323170444592064,-0.9584092851821011,-10.256556760278972,-0.8950665499360158,-0.9300728182255842,-0.6177192190217167,1.7573760480454532,0.15735763895936122,5.3083619063245395,-3.7190670703269877,-5.691349931127648,-0.27615338701523534,-0.09798592276651365,2.828289287227179e-06,4.178998891331869,4.1789934366180645,4.178998942908506,4.178997638108024,0.007992027927110451,0.00014966805395117132,0.045083717671052355,0.008353527761816405,9.24794667959144e-05,0.05346229617988898,0.992995390198944,0.0003129551123706017,0.07311538242057893,0.9946419289470826,4.068294386105948e-05,0.045712693043115454,0.9965908289701985,3.9586879339266085e-05,0.04668552505837828,0.9982945030635219,2.4341526795208092e-05,0.044999163385963034
3.49211,-2.485809787600671,6.675457888315552,0.41001220921977005,-0.2442569038859573,0.02833217765441673,-0.129927046427865,-0.9605491852788548,-10.038470200347106,-1.0478591736938556,-1.1638939008404072,-0.6290645913325102,1.753350434646254,0.15735775515563646,6.427437687695174,-3.8162879094638273,-5.512988354254979,-0.27553799765280773,-0.09981858507695636,1.745420206042924e-06,4.178998778281189,4.178995572081934,4.178998748399497,4.178998226655666,0.007849927239085615,0.00014210068802483636,0.04507085390908403,0.008267847286789748,8.568047502665564e-05,0.05233335483007729,0.9926325804784487,0.0003628097204952939,0.07653417786126372,0.9946023668953359,3.956205174670229e-05,0.04567421400034068,0.9965503175284933,4.051144170516753e-05,0.04676473463252372,0.9982701391095775,2.4363953944307055e-05,0.04499924019821146
3.53319,-2.8929574822512087,6.629197973587122,0.35751160994184317,-0.2359289165138194,0.06562225801307256,-0.12618687763723674,-0.9613053935110489,-9.774407990719727,-1.2046459784693426,-1.3903872497003333,-0.6403846812395343,1.749249528901534,0.1573578268637632,7.518841557234395,-3.869588130695028,-5.250212955312151,-0.27489920617856817,-0.10163171683923047,1.0679993449660366e-06,4.178998627267261,4.178996839236449,4.178998465581143,4.178998606936619,0.00771515752580389,0.00013476971328172565,0.045060325974407706,0.008188099798270147,7.97474885196016e-05,0.05139699177010781,0.9922081871583209,0.0004243933201277523,0.0796125813977519,0.9945638550775903,3.851181774563e-05,0.045639112473179116,0.9965088745263061,4.1443002187289855e-05,0.04684635470038086,0.9982457593751447,2.437973443282141e-05,0.0449993171145087
3.57427,-3.288331106528698,6.576445542466693,0.295915930677053,-0.22724854428109215,0.10278866926233857,-0.12201737717620018,-0.9606790672702726,-9.465506992855142,-1.3636225476386383,-1.6060848420158749,-0.6516785273000405,1.7450741331963109,0.15735787074100957,8.57573282748371,-3.8791560165852164,-4.905853530322075,-0.2742415642269281,-0.10343419670234923,5.61429440627473e-07,4.178998422756537,4.178997635794555,4.178998038817722,4.178998863988166,0.007587380171982862,0.0001277773538210281,0.04505166409855436,0.008113539585895068,7.456021237507814e-05,0.05062033208736429,0.9917069440479749,0.000501243110346126,0.08224203469328495,0.9945263206161522,3.753446143808664e-05,0.04560727592409236,0.9964664939910283,4.2380535277902593e-05,0.046930329518572435,0.9982213678563356,2.4391518809183786e-05,0.04499939323254463
3.61536,-3.670116700310713,6.517147582808864,0.22573798189714966,-0.21821984404909547,0.13977305870439627,-0.11742575463257565,-0.9586734093834384,-9.11318510820511,-1.5229921999014446,-1.8076349131748946,-0.662945355068759,1.740824685148834,0.15735789380654608,9.591485281150131,-3.8454310479243947,-4.483200576253311,-0.2735662852510858,-0.10523203916108709,6.841887790185164e-08,4.178998140569516,4.178998161632788,4.178997361240253,4.178999043847583,0.0074661798453706536,0.00012120032661220868,0.045044513443213155,0.008043521462155052,7.001812374001611e-05,0.049975233847655294,0.9911087202778729,0.0005982237701019737,0.0843850900173472,0.9944896892333517,3.6631382800507766e-05,0.04557857052784425,0.9964231706059394,4.332338508880902e-05,0.04701662934827488,0.9981969657168649,2.4402139470704006e-05,0.044999467722391426
3.65644,-4.036564181003855,6.451324560894698,0.14762556320586895,-0.2088474207973631,0.17651739732265562,-0.11242023357981823,-0.955293659715339,-8.719132467010667,-1.680976309405705,-1.9918208839910048,-0.6741844399534325,1.73650137528032,0.15735789661743915,10.559726711798309,-3.769101449816492,-3.9859863170502234,-0.27287165478681774,-0.10703158393054639,-5.87565296822357e-07,4.1789977413116635,4.178998523179008,4.178996207877682,4.178999173056152,0.007351088950917577,0.00011509089445307726,0.045038595002881154,0.007977484447398552,6.603701475649967e-05,0.049438269346994336,0.9903865848129578,0.0007221354649151178,0.08606022188591869,0.9944538859025757,3.5803330776062935e-05,0.04555285098005014,0.9963788993115822,4.4271294357200944e-05,0.0471052567320267,0.9981725511525918,2.4414564273039366e-05,0.044999539837740694
3.69752,-4.385998318781662,6.379069469281934,0.06235553378485956,-0.19913643526322777,0.21296406838868873,-0.10701003591179721,-0.9505470844925794,-8.28530099262439,-1.8358245250568164,-2.155579508433184,-0.68539498692546,1.7321041336537344,0.15735787247814786,11.474376852763811,-3.6511002937370822,-3.4183629505732886,-0.27215070234703187,-0.10884371660298901,-1.7468191121208763e-06,4.178997157487004,4.178998780294342,4.178994043212433,4.178999267773254,0.007241609257602642,0.00010947969331493545,0.04503368427004626,0.00791493826034102,6.254618705753477e-05,0.04899025206255459,0.9895039263863726,0.0008826584265851093,0.08732073633940737,0.994418835346439,3.505055613659975e-05,0.04552996833347437,0.99633367489602,4.5224415562193725e-05,0.04719625143202036,0.9981481193017678,2.4431850824058624e-05,0.04499960892142989
3.73861,-4.7168292508358896,6.300546457904546,-0.029172844730441704,-0.1890926117104403,0.24905595293951485,-0.10120536711079466,-0.9444429638800499,-7.813892407576779,-1.9858248296853802,-2.2960181276616245,-0.6965759145836121,1.727632443112842,0.15735780071254904,12.329683103093728,-3.4926001370848256,-2.784878106496696,-0.27138085641515647,-0.11069563868616594,-4.35578769569e-06,4.178996266419769,4.178998968342483,4.178989346342211,4.178999338363354,0.007137229779524053,0.00010437947807858869,0.04502959848667622,0.007855452088175617,5.94861721654014e-05,0.048615615011241134,0.9884100677171831,0.0010938586691895402,0.08823596956104378,0.9943844623992083,3.437294723071942e-05,0.04550977611584545,0.9962874915943857,4.618330163426917e-05,0.047289693525006005,0.9981236621984709,2.4457103296831548e-05,0.04499967440573828
3.77969,-5.027562472419366,6.215989056256461,-0.12594525383023455,-0.1787222486797302,0.2847365051693287,-0.09501740621780236,-0.9369925798930133,-7.307344771892768,-2.129313378988489,-2.410430915785928,-0.7077252142077449,1.7230846689658375,0.15735762176115667,13.120252060920166,-3.2950060138750445,-2.0904465111139,-0.27047190346419847,-0.11268455622090583,-1.2090052374469292e-05,4.178994828550498,4.178999109143845,4.17897636529844,4.178999391866017,0.007037440643450628,9.978913607342499e-05,0.045026188181483934,0.007798645211777772,5.6806876397844634e-05,0.04830179116530302,0.9870334079967547,0.0013766597204284388,0.08887777185666151,0.9943506922508571,3.377014835115194e-05,0.04549213499938536,0.9962403427201539,4.714887423179791e-05,0.0473857041663072,0.99809916876535,2.4493433121021806e-05,0.044999735808191124
3.82077,-5.316808247752605,6.125697997199342,-0.22684030740304378,-0.16803224550386636,0.3199497888705972,-0.0884583201073969,-0.9282092137228204,-6.76831772590407,-2.2646840525035445,-2.49631396151181,-0.7188371707822303,1.7184551829478651,0.1573571250584114,13.84105779959228,-3.0599429576960233,-1.3403027570438777,-0.26876965690472737,-0.11547385638567129,-5.15336237639572e-05,4.178992332312873,4.178999216697591,4.178914621423235,4.178999433416155,0.006941743127936864,9.569751551376415e-05,0.04502333096829239,0.007744179142975367,5.446606880240513e-05,0.04803865994001565,0.985270368286965,0.001763039709789737,0.0893122729682915,0.9943174505896359,3.324166122113352e-05,0.04547691628529363,0.9961922203521387,4.812236801524568e-05,0.04748444355630213,0.9980746248410045,2.454392434553544e-05,0.04499979272376198
3.86186,-5.5832904059615265,6.030038659708518,-0.330638119890592,-0.15703025607752719,0.3546402308614897,-0.08154147543349292,-0.9181082261007858,-6.199677393048314,-2.3903974919803415,-2.551378409397821,-0.729879192958334,1.7137111024677432,0.15735500787218223,14.397400152179895,-2.764774984532238,-0.4588506004313172,1.772733050083191,-2.140997859859674,-0.08311286484881458,4.1789873081323945,4.178999300490653,4.054005390131856,4.178999466838841,0.006849656335908589,9.208679202827407e-05,0.04502092665847598,0.007691750996313387,5.2428146661981096e-05,0.04781807937004746,0.982966924340286,0.0023034439466790195,0.08959578435691821,0.9942846636591456,3.278693049036884e-05,0.045464004442870375,0.9961431151024551,4.910524968373465e-05,0.047586105653898626,0.998050013237173,2.461160383152312e-05,0.044999844814428175
3.90294,-5.825925911830097,5.9294620698542655,-0.4359569968686139,-0.1461432045009364,0.3878529103905653,-0.07492550870872045,-0.9069720906486629,-5.608180519519309,-2.5039843717000396,-2.5702296389742205,-0.6570489565515907,1.6257512258960314,0.15394043307475472,14.738509751810827,-2.4653035317532055,0.46833665223931203,5.412092449482564,-5.719745006015449,-0.23050455794878294,4.1789748242687335,4.178999366616799,3.832351299654659,4.178999495819169,0.006760723060833414,8.893327507517496e-05,0.04501889271218185,0.007641088406548888,5.0662589764498994e-05,0.04763344758536033,0.9798863911694625,0.0030805331708234295,0.08977353172745683,0.9942522585505119,3.2405108633764154e-05,0.04545329042379336,0.9960930161563986,5.0098946056525905e-05,0.04769089164477427,0.9980253139769377,2.4699260235249408e-05,0.044999891830570696
